line_id,code,name,network,operator,colour,mode,ref:FR:STIF,stop_completude
r7420641,13,Ligne 13 : Les Courtilles / Saint-Denis - Université ↔ Châtillon - Montrouge,Métro de Paris,RATP,#82c8e6,subway,C01383,
r7420642,12,Ligne 12 : Mairie d'Aubervilliers ↔ Mairie d’Issy,Métro de Paris,RATP,#00643c,subway,C01382,
r7420643,11,Ligne 11 : Châtelet ↔ Rosny - Bois-Périer,Métro de Paris,RATP,#6e491e,subway,C01381,
r7420644,8,Ligne 8 : Balard ↔ Pointe du Lac,Métro de Paris,RATP,#d282be,subway,C01378,
r7420645,5,Ligne 5 : Bobigny - Pablo Picasso ↔ Place d’Italie,Métro de Paris,RATP,#FF7F32,subway,C01375,
r7420646,3bis,Ligne 3bis : Gambetta ↔ Porte des Lilas,Métro de Paris,RATP,#82c8e6,subway,C01386,
r7420696,P,Transilien P,Transilien,SNCF,#F28E42,train,C01730,
r7420697,R,Transilien R,Transilien,SNCF,#F3A4BA,train,C01731,
r7420698,H,Transilien Ligne H,Transilien,SNCF,#7B4339,train,C01737,
r7420700,N,Transilien N,Transilien,SNCF,#00A88F,train,C01736,
r7420701,B,RER B,RER,SNCF,#5291CE,train,C01743,
r7423788,399,Bus 399 : Massy–Palaiseau RER ↔ Juvisy RER,RATP,RATP,#87d3df,bus,C01322,95 % (61/64)
r7423789,319,Bus 319 : Marché International de Rungis ↔ Massy - Opéra-Théâtre ↔ Massy-Palaiseau RER,RATP,RATP,#008B5A,bus,C01282,88 % (76/86)
r7423790,199,Bus 199 : Gare de Massy–Palaiseau ↔ La Rocade - Lycée (Longjumeau) ou Pablo Picasso (Saulx-les-Chartreux),RATP,RATP,#cec92a,bus,C01218,74 % (35/47)
r7423843,M153,Bus M153 : Gare de Massy-Palaiseau ↔ Arpajon - Porte d'Étampes,Cœur d'Essonne,Transdev Cœur Essonne,#66c4dc,bus,C00691,78 % (55/70)
r7426172,1207,Bus 1207 : Gare de Cergy Préfecture ↔ Vauréal - Les Toupets ↔ Jouy-le-Moutier - Écancourt,Cergy-Pontoise Confluence,Francilité Seine et Oise,#FF5A00,bus,C00774,98 % (54/55)
r7427861,275,Bus 275 : La Défense ↔ Pont de Levallois,RATP,RATP,#f2c931,bus,C01256,95 % (21/22)
r7430094,1224,Bus 1224 : Gare de Cergy Préfecture ↔ Gare de Cergy-Saint-Christophe,Cergy-Pontoise Confluence,Francilité Seine et Oise,#D282BE,bus,C00771,90 % (37/41)
r7433093,1223,Bus 1223 : Gare de Pontoise - Place du Général de Gaulle ↔ Osny - Les Pâtis,Cergy-Pontoise Confluence,Francilité Seine et Oise,#6E6E00,bus,C00770,100 % (28/28)
r7435393,437,Bus 437 : Centre Commercial Les 4 Chênes ↔ Gare de Champigny,Marne et Seine,Transdev Côteaux de la Marne,#C1CE00,bus,C00084,100 % (46/46)
r7435571,1202,Bus 1202 : Gare de Cergy Préfecture ↔ Pontoise - Hôpital René Dubos ↔ Pontoise - Les Beurriers,Cergy-Pontoise Confluence,Francilité Seine et Oise,#FF5A00,bus,C00769,86 % (20/23)
r7435863,1240,Bus 1240 : Gare de Cergy Saint-Christophe ↔ Cergy - Parc Saint-Christophe ↔ Gare de Cergy-le-Haut ↔ Vauréal - La Siaule,Cergy-Pontoise Confluence,Francilité Seine et Oise,#0055C8,bus,C00768,97 % (40/41)
r7441248,1239,Bus 1239 : Gare de Cergy Saint-Christophe ↔ Gare de Cergy-le-Haut ↔ Menucourt - Croix du Jubilé,Cergy-Pontoise Confluence,Francilité Seine et Oise,#D2D200,bus,C00767,91 % (33/36)
r7442593,1238,Bus 1238 : Gare de Cergy Préfecture ↔ Menucourt - La Taillette,Cergy-Pontoise Confluence,Francilité Seine et Oise,#FF1400,bus,C00766,93 % (43/46)
r7444602,105,Bus 105 : Porte des Lilas ↔ Mairie des Pavillons-sous-Bois,RATP,RATP,#ff5a00,bus,C01134,67 % (41/61)
r7447451,1230,Bus 1230 : Pontoise Gare Canrobert → Cergy Préfecture → Les Bocages → Cergy Préfecture → Pontoise Gare Canrobert,Cergy-Pontoise Confluence,Francilité Seine et Oise,#FF82B4,bus,C00762,80 % (16/20)
r7447656,107,Bus 107 : ZI Croix Blanche (Sainte-Geneviève des Bois) ↔ Gare de Massy-Palaiseau,Cœur d'Essonne,Transdev Cœur Essonne,#0166ff,bus,C00090,91 % (61/67)
r7447705,237,Bus 237 : Épinay-sur-Seine RER ↔ Porte de Saint-Ouen - Hôpital Bichat,RATP,RATP,#CD78BD,bus,C01236,89 % (34/38)
r7448624,95-47,Bus 95-47 : Saint-Cyr-en-Arthies - Place ↔ Vienne-en-Arthies - Chaudry ↔ Haute-Isle - Lapin Savant ↔ Saint-Clair-sur-Epte - Bois-Saint-Clair ↔ Bray-et-Lû - Collège,Vexin,Transdev Vexin,#577C5F,bus,C01560,93 % (78/83)
r7449948,1317,Bus 1317 : Gendarmerie ↔ Cergy Préfecture,Haut Val d'Oise,Keolis Nord Val d’Oise,#F3A4BA,bus,C00400,90 % (18/20)
r7451164,1206,Bus 1206 : Gare de Cergy-le-Haut ↔ Osny - Demi Lieue ↔ Osny - Maison d'Arrêt ↔ Osny - Stade Christian Léon ↔ Gare de Pontoise - Place du Général de Gaulle,Cergy-Pontoise Confluence,Francilité Seine et Oise,#82DC73,bus,C00764,98 % (77/78)
r7457086,1203,Bus 1203 : Gare de Cergy-le-Haut ↔ Gare de Neuville Université,Cergy-Pontoise Confluence,Francilité Seine et Oise,#DC9650,bus,C00763,98 % (52/53)
r7460875,1236,Bus 1236 : Gare de Pontoise - Canerobert ↔ Courdimanche - Les Croizettes,Cergy-Pontoise Confluence,Francilité Seine et Oise,#A0006E,bus,C00765,90 % (36/40)
r7466920,8,Bus 8 : Vaires Gare SNCF ↔ Chelles Gare SNCF/RER,Apolo 7,Société des transports du bassin chellois,#895913,bus,C01717,91 % (34/37)
r7466937,350,Bus 350 : Roissypole ↔ Porte de la Chapelle,RATP,RATP,#640082,bus,C01298,87 % (55/63)
r7470484,320,Bus 320 : circulaire de Noisy-le-Grand - Mont d'Est RER,RATP,RATP,#FFCD02,bus,C01283,98 % (49/50)
r7471869,DM13,Bus DM13 : Linas ↔ Brétigny-sur-Orge RER,Cœur d'Essonne,Transdev Cœur Essonne,#8053a5,bus,C00677,70 % (17/24)
r7474293,215,Bus 215 : Gare d'Austerlitz ↔ Vincennes RER – République,RATP,RATP,#77C694,bus,C01229,93 % (46/49)
r7475032,253,Bus 253 : La Courneuve - Aubervilliers RER ↔ Stains– Moulin Neuf,RATP,RATP,#ffbe00,bus,C01245,89 % (52/58)
r7479245,310,Bus 310 : Noisy-Champs RER ↔ Les Yvris - Noisy-le-Grand RER,RATP,RATP,#CDC92B,bus,C01278,81 % (30/37)
r7483890,6171,Bus 6171 : Mairie de Vélizy ↔ Jouy-en-Josas - Trois Canards,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,#007e49,bus,C00705,96 % (50/52)
r7483894,6136,Bus 6136 : Gare de Jouy-en-Josas ↔ INRA ↔ Gare de Jouy-en-Josas,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,#ec801c,bus,C00703,83 % (10/12)
r7517220,J,Bus J : Gare de Houilles Carrières-sur-Seine ↔ Gare de Sartrouville,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,,bus,C00316,95 % (23/24)
r7517221,H,Bus H : Plateau (Bezons) ↔ Gare de Houilles Carrières-sur-Seine ou Gare de Sartrouville,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,,bus,C00317,97 % (34/35)
r7517222,C,Bus C : Gare du Vésinet Le Pecq ↔ Gare de Houilles Carrières-sur-Seine,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,,bus,C00335,88 % (32/36)
r7517223,A,Bus A : Gare de Houilles Carrières-sur-Seine ↔ Gare du Vésinet Le Pecq,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#164194,bus,C00330,95 % (40/42)
r7517252,S6,Bus S6 : Lycée les Pierres Vives ↔ Martyrs (Houilles),Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#bf9d83,bus,C01775,82 % (14/17)
r7517253,K,Bus K : Gare de Houilles Carrières-sur-Seine (circulaire),Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#bd816b,bus,C00334,87 % (14/16)
r7532322,5110,Bus 5110 : Saint-Quentin-en-Yvelines - Gare P. Delouvrier ↔ Plaisir Grignon Gare,Saint-Quentin-en-Yvelines,Francilité Saint-Quentin-en-Yvelines,#d4ca00,bus,C00403,88 % (38/43)
r7537818,197,Bus 197 : Porte d'Orléans ↔ Massy - Avenue Saint-Marc,RATP,RATP,#ED1B29,bus,C01217,88 % (68/77)
r7537834,297,Bus 297 : Antony RER ↔ Longjumeau-Place Charles Steber,RATP,RATP,#bb2e9e,bus,C01270,98 % (60/61)
r7573289,v2,Bus v2 : L'Haÿ-les-Roses-Domaine Chérioux ↔ Fresnes Pasteur,Valouette,RATP,,bus,C01361,100 % (56/56)
r7592991,Montbus,Montbus,Vallée Sud,Transdev Vallée Sud,,bus,C01336,47 % (11/23)
r7618243,8,Bus 8 : Gare routière de Fontainebleau Avon ↔ Crevat Jaurès (Fontainebleau),Fontainebleau - Moret,Transdev Pays de Fontainebleau,blue,bus,C01947,71 % (27/38)
r7618269,1,Bus 1 : Gare routière de Fontainebleau Avon ↔ Les Lilas (Fontainebleau),Fontainebleau - Moret,Transdev Pays de Fontainebleau,#FF0000,bus,C00793,90 % (39/43)
r7618295,4,Bus 4 : Gare routière de Fontainebleau Avon ↔ Stade de la Faisanderie (Fontainebleau),Fontainebleau - Moret,Transdev Pays de Fontainebleau,#40E600,bus,C00794,91 % (22/24)
r7618345,6,Bus 6 : Gare routière de Fontainebleau Avon → Vulaines-sur-Seine,Fontainebleau - Moret,Transdev Pays de Fontainebleau,#791CF8,bus,C00788,89 % (26/29)
r7618346,5,Bus 5 : Gare routière de Fontainebleau Avon ↔ Croix de Fer (Héricy),Fontainebleau - Moret,Transdev Pays de Fontainebleau,#77B5FE,bus,C00787,77 % (31/40)
r7618347,3,Bus 3 : Gare routière de Fontainebleau Avon ↔ Crevat - Jaurès (Fontainebleau) ou Stade de la Faisanderie ou Palais de Justice,Fontainebleau - Moret,Transdev Pays de Fontainebleau,#F29000,bus,C00796,79 % (23/29)
r7618348,7,Bus 7 : Fontainebleau - Lucien Cézard ↔ Samois-sur-Seine,Fontainebleau - Moret,Transdev Pays de Fontainebleau,#fff200,bus,C01494,65 % (19/29)
r7634948,248,Bus 248 : Fort d'Aubervilliers ↔ Drancy RER,RATP,RATP,#d282be,bus,C01696,100 % (47/47)
r7668788,4,Bus 4 : Collège Guyonnerie / 8 Mai 1945 ↔ Centre Commercial Ulis 2,Paris-Saclay,RATP Cap Saclay,#FA850D,bus,C00069,87 % (27/31)
r7670510,20,Bus scolaire 20 : Briand (Bures) ↔ Campus ↔ Guyonnerie,Paris-Saclay,RATP Cap Saclay,#A8B2F0,bus,C00066,93 % (28/30)
r7670803,12,Bus 12 : Gare de Courcelles ↔ Centre Commercial Les Ulis 2,Paris-Saclay,RATP Cap Saclay,#FFD600,bus,C00503,28 % (13/45)
r7673346,13,Bus scolaire 13 : Gif-sur-Yvette ↔ Lycée Vallée de Chevreuse et Collège J. Adam,Paris-Saclay,RATP Cap Saclay,#75F0FF,bus,C00520,19 % (5/26)
r7673721,Chavilbus,Chavilbus,Grand Paris Seine Ouest,SAVAC,,bus,C02304,89 % (17/19)
r7677999,R114,Bus R114 : Treize Saules (Saint-Witz) ↔ Collège Anne-Marie Javouhey (Senlis),Roissy Ouest,Keolis Roissy Pays de France Ouest,,bus,C01816,69 % (16/23)
r7678000,R9,Bus R9 : Survilliers Fosses - Gare ↔ Z.I. Parc de Plailly ↔ Vergers (Plailly),Roissy Ouest,Keolis Roissy Pays de France Ouest,#662483,bus,C00229,78 % (11/14)
r7678060,R1,Bus R1 : Gare de Survilliers Fosses ↔ Gare de Louvres,Roissy Ouest,Keolis Roissy Pays de France Ouest,#00814F,bus,C00228,92 % (39/42)
r7678061,R3,Bus R3 : Gare de Survilliers – Fosses ↔ Central Space Bâtiment C (ZI Moimont 2),Roissy Ouest,Keolis Roissy Pays de France Ouest,#F4A25F,bus,C00230,78 % (15/19)
r7678062,R108,Bus R108 : Mairie Annexe (Fosses) ↔ Institut Saint-Dominique (Mortefontaine),Roissy Ouest,Keolis Roissy Pays de France Ouest,#F3A4BA,bus,C00243,84 % (27/32)
r7678074,R117,Bus R117 : Centre-ville (Survilliers) ↔ Collège de Noailles - Lycée de Nerval (Luzarches),Roissy Ouest,Keolis Roissy Pays de France Ouest,,bus,C00226,9 % (2/22)
r7678094,Survilliers,Bus Filéo Survilliers : Roissypole ↔ Survilliers,Filéo,Keolis,,bus,C01712,89 % (58/65)
r7699451,3s,Bus 3s : Cité Scolaire (Chelles) ↔ Gare de Mitry Claye,Apolo 7,Société des transports du bassin chellois,#680068,bus,C02130,95 % (46/48)
r7704305,11,Bus 11 : Gare de Gif-sur-Yvette (circulaire via Chevry),Paris-Saclay,RATP Cap Saclay,#12F55C,bus,C00495,80 % (33/41)
r7707602,16,Bus 16 : Saclay ↔ Igny,Paris-Saclay,RATP Cap Saclay,#F18E00,bus,C00078,95 % (21/22)
r7721711,02,Bus 02 : Meaux-Melun direct,Meaux et Ourcq,Transdev Marne-et-Ourcq,orange,bus,C01820,19 % (6/31)
r7724674,23,Bus 23 : Centre Commercial Ulis 2 ↔ P.A. Courtabœuf (sud) ↔ Gare de Massy-Palaiseau,Paris-Saclay,RATP Cap Saclay,#8F54FF,bus,C01699,60 % (21/35)
r7724675,21,Bus 21 : Centre Commercial Ulis 2 ↔ P.A. Courtabœuf (nord),Paris-Saclay,RATP Cap Saclay,#96310A,bus,C01697,83 % (26/31)
r7728377,4,Bus 4 : Chelles Gare RER-SNCF ↔ Mairie de Claye-Souilly,Apolo 7,Société des transports du bassin chellois,#F7942A,bus,C02137,86 % (37/43)
r7728420,2244,Bus 2244 (Circulaire) : Gare de Bussy-Saint-Georges,Marne-la-Vallée,Transdev Marne-la-Vallée,#9F9825,bus,C00636,66 % (28/42)
r7733214,3,Ligne 3 : Pont de Levallois ↔ Gallieni,Métro de Paris,RATP,#6e6e00,subway,C01373,
r7734523,13,"Bus 13 : Juvisy, Gare Routière Seine ↔ Bergeries, St Hubert (Draveil)",Val d'Yerres Val de Seine,Keolis Val d'Yerres Val de Seine,#cdaf97,bus,C00370,84 % (27/32)
r7734525,12,"Bus 12 : Bergeries, St Hubert (Draveil) ↔ Juvisy, Gare Routière Seine",Val d'Yerres Val de Seine,Keolis Val d'Yerres Val de Seine,#d29ac5,bus,C00369,97 % (41/42)
r7734583,J,Navette J (MassyBus) : Rond-Point du Pileu ↔ Languedoc,Paris-Saclay,RATP Cap Saclay,yellow,bus,C01837,80 % (21/26)
r7741077,G'bus,Bus G'bus : Goussainville RER (Circulaire),Roissy Ouest,Keolis Roissy Pays de France Ouest,#F4A8BC,bus,C00224,76 % (23/30)
r7743343,6134,Bus 6134 : Gare de Chaville Rive Droite ↔ Vélizy-Villacoublay Centre Commercial,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,#8d5e24,bus,C01805,93 % (46/49)
r7743345,5123,Bus 5123 : Gare de La Verrière (circulaire via Maurepas),Saint-Quentin-en-Yvelines,Francilité Saint-Quentin-en-Yvelines,#9B9842,bus,C02216,100 % (29/29)
r7752065,45,Bus 45 : Blanc-Mesnil ↔ Vert Galant,Terres d'Envol,Transdev Nord Seine-Saint-Denis,#F3A4BA,bus,C00216,28 % (22/77)
r7753791,192,Bus 192 : Marché International de Rungis ↔ Robinson RER,RATP,RATP,#77C694,bus,C01213,86 % (52/60)
r7757955,25,Bus 25 : Villiers-le-Bel RER ↔ Zone Industrielle,Roissy Ouest,Keolis Roissy Pays de France Ouest,#B90745,bus,C00611,85 % (30/35)
r7779421,330,Bus 330 : Fort d’Aubervilliers ↔ Raymond Queneau - Anatole France (Bobigny),RATP,RATP,,bus,C01289,98 % (50/51)
r7781376,254,Bus 254 : Gare d'Enghien-Les-Bains ↔ Gare de Saint-Denis RER,RATP,RATP,#CEC92A,bus,C01808,94 % (32/34)
r7783242,340,Bus 340 : Clichy - Berges de Seine ↔ Asnières-Gennevilliers-Les Courtilles ↔ Gare d'Argenteuil,RATP,RATP,#F59EB3,bus,C01292,95 % (41/43)
r7783262,349,Bus 349 : Parc des Expositions RER ↔ Route de l'Arpenteur-ADP,Terres d'Envol,Transdev Nord Seine-Saint-Denis,#77C695,bus,C01297,
r7784991,426,Bus 426 : Gare de La Celle-Saint-Cloud ↔ Pont de Sèvres,RATP,RATP,#8D653A,bus,C01481,96 % (51/53)
r7790644,62,Bus 62 : La Ferté sous Jouarre ↔ Chessy,Brie et Deux Morin,Transdev Brie et Deux Morin,#5291CE,bus,C00947,93 % (15/16)
r7791161,260,Bus 260 : Suzanne Lenglen (Paris) ↔ Gambetta (Boulogne-Billancourt),RATP,RATP,#ffbe00,bus,C02027,95 % (41/43)
r7791162,6246,Bus 6246 : Gare de Vaucresson ↔ Gambetta (Boulogne-Billancourt),Grand Versailles,Transdev Versailles,,bus,C02239,68 % (42/61)
r7792140,385,Bus 385 : Épinay-sur-Orge RER ↔ Juvisy RER,RATP,RATP,#DFB03A,bus,C01313,86 % (38/44)
r7795190,268,Bus 268 : Gare de Villiers-Le-Bel RER ↔ Saint-Denis–Université,RATP,RATP,#DC9600,bus,C01251,98 % (62/63)
r7796849,469,Bus 469 : Gare de Chaville Rive Droite ↔ Porte des Hauts-de-Seine,Grand Paris Seine Ouest,Mobicité,,bus,C02300,94 % (51/54)
r7797072,208,Bus 208 : Gare de Montereau ↔ Cour des Adieux (Fontainebleau),Fontainebleau - Moret,Transdev Pays de Fontainebleau,blue,bus,C01444,69 % (25/36)
r7797125,202,Bus 202 : Stade (Fontainebleau) ↔ Mairie de Villemaréchal,Fontainebleau - Moret,Transdev Pays de Fontainebleau,#f04c50,bus,C00817,86 % (64/74)
r7797135,211,Bus 211 : La Roche du Sault (Villecerf) ↔ Collège Sisley,Fontainebleau - Moret,Transdev Pays de Fontainebleau,#b33a00,bus,C00818,64 % (33/51)
r7797146,207,Bus 207 : École Villemer ↔ Gare de Moret Veneux-les-Sablons,Fontainebleau - Moret,Transdev Pays de Fontainebleau,,bus,C00828,90 % (27/30)
r7797165,206,Bus 206 : Collège Sisley ↔ Collège Fernand Gregh (Champagne-sur-Seine),Fontainebleau - Moret,Transdev Pays de Fontainebleau,#A901DB,bus,C01447,61 % (34/55)
r7797176,203,Bus 203 : Gare de Champagne-sur-Seine ↔ Gare de Moret Veneux-les-Sablons,Fontainebleau - Moret,Transdev Pays de Fontainebleau,#f9aa0d,bus,C01450,93 % (29/31)
r7797293,204,Bus 204 : Collège Sisley ↔ Rue des Trop Chères (Saint-Mammès),Fontainebleau - Moret,Transdev Pays de Fontainebleau,#ed808d,bus,C01445,80 % (12/15)
r7797300,205,Bus 205 : Gare de Moret Veneux-les-Sablons ↔ Route de Bougogne (Veneux-les-Sablons),Fontainebleau - Moret,Transdev Pays de Fontainebleau,#db0073,bus,C01446,83 % (5/6)
r7797398,209,Bus 209 : Gare de Fontainebleau Avon ↔ Marangis (Vernou),Fontainebleau - Moret,Transdev Pays de Fontainebleau,green,bus,C00799,93 % (31/33)
r7797401,210,Bus 210 : François 1er (Fontainebleau) ↔ Vernou-la-Celle-sur-Seine,Fontainebleau - Moret,Transdev Pays de Fontainebleau,#00a9c2,bus,C01448,67 % (39/58)
r7797582,S,Bus S : Gare de Meaux ↔ Ancien Calvaire (May-en-Multien) / Poste (May-en-Multien),Meaux et Ourcq,Transdev Marne-et-Ourcq,#8AD3DE,bus,C00909,61 % (24/39)
r7797759,299,Bus 299 : Porte d'Orléans ↔ Morangis – Place Lucien Boilleau,RATP,RATP,#ff5a00,bus,C01271,100 % (31/31)
r7798582,262,Bus 262 : Pont de Bezons ↔ Gare de Maisons-Laffitte RER,RATP,RATP,#a0006e,bus,C01250,85 % (30/35)
r7799660,566,Bus 566 : Église de Colombes ↔ Rue de l'Industrie,RATP,RATP,#ff5a00,bus,C01351,90 % (18/20)
r7800092,355,Bus 355 : Circulaire Lycée Jean-Jacques Rousseau,RATP,RATP,,bus,C01302,100 % (16/16)
r7800304,366,Bus 366 : Église de Colombes ↔ Asnières - Bords de Seine,RATP,RATP,,bus,C01306,95 % (47/49)
r7800445,372,Bus 372 : Maisons-Alfort - Alfortville RER ↔ Louis Fliche,RATP,RATP,#FFCD01,bus,C01310,48 % (13/27)
r7800857,395,Bus 395 : Le Plessis-Robinson–Pavé Blanc ↔ Antony RER,RATP,RATP,#006CB8,bus,C01320,86 % (43/50)
r7801058,485,Bus 485 : Noyer Renard ↔ Delalande-Pasteur,RATP,RATP,#f68f4a,bus,C01326,94 % (37/39)
r7802464,337,Bus 337 : Zone Artisanale du Moutier ↔ Gare de Pierrefitte-Stains RER,RATP,RATP,,bus,C01756,96 % (49/51)
r7802906,538,Bus 538 : Bus du Port,RATP,RATP,,bus,C01839,88 % (32/36)
r7803053,541,Bus 541 : Buséolien,RATP,RATP,,bus,C01338,90 % (48/53)
r7803143,545,Bus 545 : Noisy-le-Sec RER ↔ Louise Michel,RATP,RATP,,bus,C01341,
r7803998,546,Bus TUB : La Mare à la Veuve (circulaire),RATP,RATP,#8d653a,bus,C01342,94 % (48/51)
r7804907,574,Bus 574 : TUC,RATP,RATP,,bus,C01354,55 % (16/29)
r7804913,577,Bus 577 (River Plaza) : Asnières-sur-Seine - Gabriel Péri ↔ Gennevilliers RER,RATP,RATP,#ff5a00,bus,C01356,75 % (12/16)
r7804946,595,Bus 595 : La Boursidière ↔ Robinson RER,RATP,RATP,#006CB8,bus,C01369,75 % (6/8)
r7813672,DM10A,Bus DM10A : Gare d'Orsay RER ↔ Marcoussis,Paris-Saclay,RATP Cap Saclay,#66c4dc,bus,C00672,65 % (30/46)
r7823264,95-21,Bus 95-21 : Herblay Gare ↔ Montigny-Beauchamp Gare,Val Parisis,Francilité Val Parisis,#D3A576,bus,C00477,84 % (11/13)
r7829995,408,Bus 408 : Gare d'Antony ↔ Verrières Mairie,Bièvre,RATP Cap Bièvre,#fcca06,bus,C00345,37 % (10/27)
r7835489,17,Mairie / Centre,Paris-Saclay,RATP Cap Saclay,#19CCFF,bus,C00680,87 % (47/54)
r7838629,DM10S,Bus DM10S : Les Ulis ↔ Montlhéry,Paris-Saclay,RATP Cap Saclay,#147832,bus,C00673,54 % (17/31)
r7840989,DM11E,Bus DM11E : Gare de Massy-Palaiseau ↔ Sainte-Geneviève des Bois - Piscine,Paris-Saclay,RATP Cap Saclay,#6E6E00,bus,C01711,65 % (27/41)
r7841677,21,Bus 21 : Gare de Boissy-Saint-Léger ↔ Gare de Verneuil l'Étang,Pays Briard,Keolis Portes et Val de Brie,,bus,C00550,98 % (62/63)
r7842828,418,Bus scolaire 418 : Sophie Barat ↔ Jean Moulin (Verrières),Bièvre,RATP Cap Bièvre,#186abd,bus,C01657,100 % (23/23)
r7843394,396,Bus 396 : Marché International de Rungis ↔ La Croix de Berny RER,RATP,RATP,#CCD80E,bus,C01321,96 % (64/66)
r7844609,30-22,Bus 30-22 : Gare de Cernay ↔ Sannois Résidence du Moulin,Val Parisis,Francilité Val Parisis,#95BDE0,bus,C00451,93 % (29/31)
r7853637,202,Bus 202 : Brétigny-sur-Orge Gare Place (circulaire via Vert-le-Grand),Cœur d'Essonne,Transdev Cœur Essonne,#741B47,bus,C00323,74 % (26/35)
r7873860,4416,Bus 4416 : Montreau ↔ Etampes HLM Bas,Essonne Sud Ouest,Francilité Ouest Essonne,#8D5E2A,bus,C02066,75 % (22/29)
r7887299,5132,Bus 5132 : Le Mesnil-Saint-Denis ↔ Gare de Trappes,Saint-Quentin-en-Yvelines,Francilité Saint-Quentin-en-Yvelines,#99d4df,bus,C01523,94 % (55/58)
r7890329,5134,Bus 5134 : Gare de Versailles Chantiers ↔ Maurepas Village,Saint-Quentin-en-Yvelines,Francilité Saint-Quentin-en-Yvelines,#00814f,bus,C01521,92 % (91/98)
r7901303,v5,Bus v5 : Gabriel Péri - Soleil Levant,Valouette,RATP,,bus,C01362,100 % (21/21)
r7902022,Amibus,Bus Amibus : Mairie de Châtillon ↔ Châtillon-Montrouge Métro,Vallée Sud,Transdev Vallee Sud,#4cc6f4,bus,C01366,52 % (19/36)
r7902826,Le Petit Fontenaisien,Bus Le petit fontenaisien : Division Leclerc (circulaire),RATP,RATP,,bus,C01368,92 % (23/25)
r7903216,L'Hirondelle,L'Hirondelle,Vallée Sud,Transdev Vallée Sud,,bus,C01370,70 % (17/24)
r7906370,39-34,"Bus 39-34 : Boulogne-Billancourt, Place Jules Guesde ↔ Guyancourt, Technocentre - Trou Berger",Île-de-France Ouest,Francilité Express Ouest,,bus,C00521,82 % (19/23)
r7909099,Navette,Bus Navette de Bouffémont : Gare de Bouffémont ↔ Centre médical,Val Parisis,Cars Lacroix,#1A70B8,bus,C00479,88 % (16/18)
r7912028,60,Bus 60 : Gare de Massy-Palaiseau ↔ Vélizy-Villacoublay Résidence Europe,Paris-Saclay,RATP Cap Saclay,#7dceee,bus,C00046,86 % (20/23)
r7917619,07,Bus 07 : Freneuse (Guyenne) ↔ Bonnières-Sur-Seine (Collège Marcel Pagnol),Mantois,RATP Cap Mantois,,bus,C00730,
r7917746,R2-Sud,Bus R2-Sud : Gare de Saint-Germain en Laye (circulaire),Saint-Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,#3B6493,bus,C00159,100 % (25/25)
r7917760,R3-Nord,Bus R3-Nord : Gare de Saint-Germain en Laye (circulaire),Saint-Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,#718B3E,bus,C00161,100 % (18/18)
r7917762,R3-Sud,Bus R3-Sud : Gare de Saint-Germain en Laye (circulaire),Saint-Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,#718B3E,bus,C00162,100 % (20/20)
r7917815,95-19,Bus 95-19 : Argenteuil Gare ↔ Cergy Préfecture,Val Parisis,Francilité Val Parisis,#00643C,bus,C00473,92 % (46/50)
r7917842,620,Bus 620 : Le Blanc-Mesnil - Pont-Yblon ↔ Bobigny - Pablo Picasso,Terres d'Envol,Transdev Nord Seine-Saint-Denis,,bus,C01588,89 % (67/75)
r7917900,P,Bus P : Gare de Montgeron (circulaire),Val d'Yerres Val de Seine,Keolis Val d'Yerres Val de Seine,#96BC17,bus,C01886,92 % (13/14)
r7918097,5,Bus 5 : Gare d'Orsay Ville ↔ Centre Commercial Ulis 2 (↔ P.A. Courtaboeuf sud),Paris-Saclay,RATP Cap Saclay,#0077BB,bus,C00070,90 % (19/21)
