line_id,code,name,network,operator,colour,mode,ref:FR:STIF,stop_completude
r9207015,R5,Bus R5 : Louvres RER D (circulaire),Roissy Ouest,Keolis Roissy Pays de France Ouest,#FECE00,bus,C00232,56 % (9/16)
r9207454,2103,Bus 2103 : Les Frênes ↔ Gare Saint-Mard,Roissy Est,Keolis Roissy Pays de France Est,#87D3DF,bus,C00247,50 % (25/50)
r9207487,Vitavil,Bus Vitavil : Les Flanades ↔ Espace Angela Davis,Roissy Ouest,Keolis Roissy Pays de France Ouest,,bus,C00261,96 % (29/30)
r9218053,201,Bus 201 : Ozoir RER ↔ Clos la Vigne,Pays Briard,Keolis Portes et Val de Brie,,bus,C00021,65 % (17/26)
r9219662,6,Bus 6 : Gare de Maisons Laffitte (circulaire),Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,,bus,C01476,95 % (22/23)
r9223264,30-10,Bus 30-10 : Gare de Montigny Beauchamp ↔ Gare de Taverny,Val Parisis,Francilité Val Parisis,#00AAD1,bus,C00443,95 % (19/20)
r9223273,30-11,Bus 30-11 : Gare d'Ermont-Eaubonne ↔ Les Espérances,Val Parisis,Francilité Val Parisis,#9FC11D,bus,C00444,67 % (21/31)
r9223283,30-18,Bus 30-18 : Gare de Montigny Beauchamp ↔ Gare de Bessancourt,Val Parisis,Francilité Val Parisis,#F28D41,bus,C00448,100 % (26/26)
r9223322,1518,Bus 1518 : Gare de Saint-Brice ↔ Mairie de Piscop,Vallée de Montmorency,Transdev Valmy,#3592CF,bus,C00446,81 % (18/22)
r9223363,3630,Bus 3630 : Cesson Gare RER ↔ Chamlys,Grand Melun,Transdev Melun,,bus,C00897,54 % (23/42)
r9228057,3611,Bus 3611 : Villaroche Nord ↔ Gare de Melun,Grand Melun,Transdev Melun,,bus,C00891,54 % (18/33)
r9228837,3606,Bus 3606 : Gare du Mée ↔ Gare de Melun,Grand Melun,Transdev Melun,,bus,C00883,96 % (25/26)
r9228969,D,Bus D : Gare de Rambouillet [Prud'homme] ↔ Saint-Hubert,Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C01824,100 % (22/22)
r9229324,E,Bus E : Gare RER Longjumeau (circulaire),Paris-Saclay Mobilités,MobiCité,,bus,C01834,
r9229426,G,Bus G : Jesse Owens (circulaire),Paris-Saclay,RATP Cap Saclay,#B51F1F,bus,C01836,66 % (10/15)
r9230881,7001,Bus 7001 : Trou Grillon ↔ Gare de Corbeil-Essonnes,Évry Centre Essonne,Keolis TISSE,,bus,C00985,47 % (16/34)
r9231462,2129,Bus 2129 : Gare RER de Mitry-Claye ↔ Gare SNCF de Meaux,Roissy Est,Keolis Roissy Pays de France Est,#B90845,bus,C01776,80 % (29/36)
r9231700,3302,Bus 3302 : Montereau SNCF ↔ Bréau - Cinéma,Pays de Montereau,Francilité Pays de Montereau,#CEC92B,bus,C01443,79 % (19/24)
r9231914,Z,Bus Z : Buchelay - Béarn ↔ Gare de Mantes-la-Jolie,Mantois,RATP Cap Mantois,#B6B931,bus,C01604,100 % (20/20)
r9231955,J,Bus J : Mantes-la-Ville - Gare routière ↔ Buchelay - René Renault,Mantois,RD Mantois,,bus,C01610,
r9232011,E,Bus E : Gare de Mantes-la-Jolie ↔ Mantes-la-Ville - Camille Claudel,Mantois,RATP Cap Mantois,#F58F53,bus,C01602,86 % (19/22)
r9233835,70,Bus 70 : Gare des Mureaux ↔ Saint-Germain-en-Laye RER,Poissy - Les Mureaux,Keolis Seine et Oise Est,,bus,C00275,74 % (64/86)
r9233950,X409,Bus X409 : Versailles - Europe ↔ Gare de Poissy,Poissy - Les Mureaux,Keolis Seine et Oise Est,#62b4e3,bus,C00273,41 % (5/12)
r9233984,30-48,Bus 30-48 : Gare d'Herblay ↔ Comédie Française,Val Parisis,Francilité Val Parisis,,bus,C01875,86 % (19/22)
r9233997,30-23,Bus 30-23 : Gare de Saint-Leu la Forêt ↔ Gare de Montigny Beauchamp,Val Parisis,Francilité Val Parisis,#642181,bus,C00452,79 % (27/34)
r9234023,30-37,Bus 30-37 : Gare de Franconville (circulaire),Val Parisis,Francilité Val Parisis,#BD1220,bus,C00463,100 % (13/13)
r9234745,1519,Bus 1519 : Rougemonts - Liberté ↔ Gare de Saint-Brice,Vallée de Montmorency,Transdev Valmy,#0064B0,bus,C00465,100 % (30/30)
r9234799,30-47,Bus 30-47 : Gare d'Herblay ↔ Alouettes,Val Parisis,Francilité Val Parisis,#E20025,bus,C01709,76 % (10/13)
r9234813,1520,Bus 1520 : Montmorency Mairie ↔ Mairie d’Attainville,Vallée de Montmorency,Transdev Valmy,,bus,C00485,77 % (38/49)
r9235172,2108,Bus 2108 : Beaupré ↔ Gare Saint-Mard,Roissy Est,Keolis Roissy Pays de France Est,#FECE00,bus,C00251,66 % (12/18)
r9235191,2109,Bus 2109 : Gare Saint-Mard ↔ Condé,Roissy Est,Keolis Roissy Pays de France Est,#E3B229,bus,C00252,31 % (11/35)
r9236158,4308,Bus 4308 : Echarcon - Château ↔ Auvernaux - Bouletterie,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,,bus,C02021,97 % (36/37)
r9237359,300,Bus 300 : Corbeil Centre Ville (circulaire),Évry Centre Essonne,Keolis TISSE,,bus,C01714,100 % (21/21)
r9237446,302,Bus 302 : Hameau de Seine ↔ Gare de Corbeil-Essonnes - Henri Barbusse,Évry Centre Essonne,Keolis TISSE,,bus,C00386,46 % (22/47)
r9237532,8B,Bus 8B : Gare Routière de Crécy la Chapelle (circulaire),Brie et Deux Morin,Transdev Brie et Deux Morin,,bus,C00906,84 % (11/13)
r9237559,4,Bus 4 : Gare d'Esbly ↔ Rue Philo,Meaux et Ourcq,Transdev Marne-et-Ourcq,#CEADD2,bus,C00901,84 % (42/50)
r9237642,56,Bus 56 : Gare Routière de Meaux ↔ Gare de la Ferté-sous-Jouarre SNCF,Brie et Deux Morin,Transdev Brie et Deux Morin,#CEACD2,bus,C00941,69 % (32/46)
r9237674,10,Bus 10 : Gare Routière de Meaux (circulaire),Meaux et Ourcq,Transdev Marne-et-Ourcq,#edea4d,bus,C00908,36 % (14/38)
r9238037,14,Bus 14 : Gare Sud de Poissy ↔ Gare de Maule,Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C00112,75 % (37/49)
r9240299,80,Bus Express 80 : Gare de Cergy Préfecture ↔ Gare Routière Mantes-la-Ville,Lignes Île-de-France Ouest,Francilité Express Ouest,,bus,C00652,48 % (13/27)
r9240941,32ZA,Bus 32ZA : Roissypole ↔ Goussainville RER D,Roissy Ouest,Keolis Roissy Pays de France Ouest,#E3B229,bus,C01815,59 % (16/27)
r9241076,777,Bus 777 : Gare de Meaux (circulaire),Meaux et Ourcq,Transdev Marne-et-Ourcq,,bus,C00262,34 % (10/29)
r9241167,3,Bus 3 : Gare Nemours Parvis ↔ L'Étang Sec,Vallée du Loing - Nemours,Transdev Vallée du Loing,,bus,C00819,78 % (18/23)
r9242016,4,Bus 4 : Carrefour de L'Europe ↔ Gare Nemours Parvis,Vallée du Loing - Nemours,Transdev Vallée du Loing,#ee8260,bus,C00834,84 % (22/26)
r9242136,4432,Bus 4432 : HLM Bas ↔ Gare de Bouray,Essonne Sud Ouest,Francilité Ouest Essonne,#00A88F,bus,C01977,96 % (51/53)
r9242932,4437,Bus 4437 : Gare de Bouray (circulaire),Essonne Sud Ouest,Francilité Ouest Essonne,#008C5A,bus,C00082,86 % (26/30)
r9243088,4433,Bus 4433 : Gare d'Etrechy ↔ Gare de Bouray,Essonne Sud Ouest,Francilité Ouest Essonne,#D5C900,bus,C01978,97 % (48/49)
r9243178,4305,Bus 4305 : Gare de Bouray ↔ Mairie de Vayres,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,#DB006B,bus,C00092,96 % (29/30)
r9243459,4306,Bus 4306 : Gare de Bouray ↔ Église D'Huison,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,,bus,C01811,73 % (41/56)
r9243857,4316,Bus 4316 : Les Vieilles Vignes ↔ Gare de Bouray,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,,bus,C01812,100 % (26/26)
r9244978,A,Bus A : Gare de Meaux ↔ Georges Claude (via Berry),Meaux et Ourcq,Transdev Marne-et-Ourcq,,bus,C00954,22 % (5/22)
r9245617,B,Bus B : Georges Claude ↔ Gare de Meaux (via Charcot),Meaux et Ourcq,Transdev Marne-et-Ourcq,#FBD804,bus,C00953,25 % (7/27)
r9245656,C,Bus C : Gare de Meaux (circulaire via Crégy-lès-Meaux),Meaux et Ourcq,Transdev Marne-et-Ourcq,#DE7FB2,bus,C00902,20 % (2/10)
r9245690,D,Bus D : Les Platanes ↔ Les Saisons de Meaux,Meaux et Ourcq,Transdev Marne-et-Ourcq,#E06666,bus,C00958,16 % (6/37)
r9245895,G,Bus G : Gare de Meaux ↔ Musée de la Grande Guerre,Meaux et Ourcq,Transdev Marne-et-Ourcq,#CEACD2,bus,C00957,75 % (12/16)
r9247946,H,Bus H : Gare de Meaux (circulaire via Meaux Hôpital),Meaux et Ourcq,Transdev Marne-et-Ourcq,#D81466,bus,C00955,28 % (4/14)
r9247986,I,Bus I : Gare de Meaux ↔ Colisée de Meaux,Meaux et Ourcq,Transdev Marne-et-Ourcq,,bus,C00959,16 % (2/12)
r9248110,J,Bus J : Georges Claude ↔ Jean Renoir,Meaux et Ourcq,Transdev Marne-et-Ourcq,#6FA8DC,bus,C00898,20 % (5/25)
r9249389,M,Bus M : Montceaux-lès-Meaux - Église ↔ Georges Claude,Meaux et Ourcq,Transdev Marne-et-Ourcq,,bus,C00915,22 % (5/22)
r9249479,N,Bus N : Gare de Meaux (circulaire via PAPM Sud ou Centre Pénitentiaire),Meaux et Ourcq,Transdev Marne-et-Ourcq,#17A79C,bus,C02234,45 % (5/11)
r9249562,O,Bus O : Georges Claude ↔ Mairie (Poincy),Pays de Meaux,Transdev Marne-et-Morin,,bus,C00956,
r9249703,95-03B,Bus 95-03B : Hôtel de Ville de Margency ↔ Gare de Cergy-Préfecture,Val Parisis,Francilité Val Parisis,#3C91DC,bus,C00472,89 % (42/47)
r9249778,15,Bus 15 : La Bataille ↔ Rue Dailly - Parc de Saint-Cloud Tram,Île-de-France Ouest,Francilité Express Ouest,,bus,C00411,62 % (15/24)
r9249844,6241,Bus 6241 : Gare de Fontenay-le-Fleury ↔ René Clair,Grand Versailles,Transdev Versailles,#D73D00,bus,C00425,88 % (24/27)
r9251856,6208,Bus 6208 : Place Laboulaye ↔ Stade de Porchefontaine,Grand Versailles,Transdev Versailles,#82DC73,bus,C00699,79 % (38/48)
r9254370,2A,Bus 2A : Bonnières-sur-Seine - Centre Social ↔ Gare de Mantes-la-Jolie,Mantois,RATP Cap Mantois,#1C8ECE,bus,C01797,90 % (27/30)
r9254889,2B,Bus 2B :Gare de Bonnières ↔ Freneuse - Leclerc ↔ Gare Routière Mantes-la-Jolie,Mantois,RATP Cap Mantois,#168C6F,bus,C01796,86 % (38/44)
r9254991,N,Bus N : Gare de Mantes-la-Jolie ↔ Guerville - Senneville Place,Mantois,RATP Cap Mantois,#3FB8AB,bus,C01607,81 % (27/33)
r9255049,R,Bus R : Gare de Rosny-sur-Seine ↔ Gare de Rosny-sur-Seine,Mantois,RATP Cap Mantois,#FC74FE,bus,C01979,87 % (28/32)
r9256759,4403,Bus 4403 : Gare d'Étampes (circulaire via Gare Saint-Martin),Essonne Sud Ouest,Francilité Ouest Essonne,#5291CE,bus,C00982,46 % (15/32)
r9257304,4405,Bus 4405 : Étampes - Hôpital (circulaire extérieure),Essonne Sud Ouest,Francilité Ouest Essonne,#F3A4BA,bus,C00983,80 % (36/45)
r9257415,4406,Bus 4406 : Étampes - Hôpital (circulaire intérieure),Essonne Sud Ouest,Francilité Ouest Essonne,#CEADD2,bus,C02057,86 % (37/43)
r9257973,6802,Bus 6802 : Gare de Breuillet Village (circulaire),Cœur d'Essonne,Transdev Cœur Essonne,#FF1400,bus,C00963,90 % (9/10)
r9258582,4440,Bus 4440 : Gare d'Etrechy (circulaire),Essonne Sud Ouest,Francilité Ouest Essonne,#5291CE,bus,C00970,89 % (17/19)
r9258811,913.17,Bus 913.17 : Gare d'Étampes ↔ Mairie (Brières-les-Scellés),Essonne Sud Ouest,Francilité Ouest Essonne,,bus,,
r9259499,4409,Bus 4409 : Gare d'Etrechy ↔ Gare d'Étampes,Essonne Sud Ouest,Francilité Ouest Essonne,#98D4E2,bus,C00984,70 % (39/55)
r9259815,6161,Bus 6161 : Gare de Versailles-Château-Rive-Gauche ↔ Haut Pré,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,,bus,C01701,90 % (39/43)
r9259892,39-05,Bus 39-05 : Gare Autoroutière (circulaire),SAVAC,SAVAC,,bus,,
r9261361,39-103,Bus 39-103 : Cernay-la-Ville Place ↔ Gare de Saint-Rémy-lès-Chevreuse,Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C00528,91 % (53/58)
r9261401,39-18,Bus 39-18 : Limours - Monument ↔ Arpajon,Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C00502,78 % (33/42)
r9261410,39-403,"Bus 39-403 : Gare de Saint-Rémy-lès-Chevreuse ↔ Chevreuse, Petits Ponts École",Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C00533,90 % (28/31)
r9261650,109,Bus 109 : Maison d'Arrêt des Femmes ↔ Porte d'Orléans,Cœur d'Essonne,Transdev Cœur Essonne,,bus,C01663,71 % (5/7)
r9275130,95-33,Bus 95-33 : Marines - Collège Les Hautiers ↔ Génicourt - Rue des Fossettes,Vexin,Transdev Vexin,#99D4DF,bus,C01789,87 % (21/24)
r9285368,17,Bus 17 : Lycée Lakanal ↔ Mairie de Bourg-la-Reine - Condorcet,Paladin,Bièvre Bus Mobilités,#ec732b,bus,C01656,
r9310093,95-31,Bus 95-31 : Marines - Collège les Hautiers ↔ Arronville - Myosotis,Vexin,Transdev Vexin,#CEADCF,bus,C01787,95 % (21/22)
r9317042,95-35,Bus 95-35 : Ableiges ↔ Chars ↔ Bercagny ↔ Le Perchay ↔ Marines,Vexin,Transdev Vexin,#FFA619,bus,C01791,77 % (35/45)
r9340396,25,Bus 25 : Bibliothèque François Mitterrand ↔ Vitry - Marguerite Duras,RATP,RATP,#ff1400,bus,C02243,100 % (23/23)
r9348862,482,Bus 482 : Belle Épine Sud (Thiais) ↔ Place Jeanne d'Arc (Villeneuve-le-Roi),Seine Grand Orly,Keolis Ouest Val-de-Marne,#0b5394,bus,C00001,90 % (49/54)
r9352984,45,Bus 45 : Concorde ↔ France-Asie,RATP,RATP,#ff82b4,bus,C02244,92 % (53/57)
r9353394,59,Bus 59 : Gare de Clamart ↔ Place d'Italie,RATP,RATP,#dc9600,bus,C02245,100 % (48/48)
r9353405,71,Bus 71 : Porte de la Villette ↔ Bibliothèque François Mitterrand,RATP,RATP,#6e491e,bus,C02246,93 % (71/76)
r9353416,77,Bus 77 : Gare de Lyon ↔ Joinville-le-Pont RER,RATP,RATP,#186abd,bus,C02251,94 % (37/39)
r9447998,1309,Bus 1309 : Villiers-Adam ↔ Domont,Haut Val d'Oise,Keolis Nord Val d’Oise,#FECE00,bus,C00607,87 % (14/16)
r9450752,95-45,Bus 95-45 : Wy-dit-Joli-Village - Enfer Centre ↔ Magny-en-Vexin - Gare Routière,Vexin,Transdev Vexin,#D6C900,bus,C01558,100 % (21/21)
r9464254,95-22,Bus 95-22 : Pontoise Canrobert ↔ Seraincourt - Place de la Fontaine,Vexin,Transdev Vexin,#0D99BF,bus,C00139,84 % (27/32)
r9501845,EXTS,Bus Extrême Soirée : Gare de Conflans-Sainte-Honorines ↔ Gare des Murreaux ↔ Gare de Mantes-La-Jolie,Mantois,RATP Cap Mantois,#CEC928,bus,,
r9644838,1229,Bus 1229 : Gare de Pontoise - Canrobert ↔ Gare de Neuville Université,Cergy-Pontoise Confluence,Francilité Seine et Oise,,bus,C02010,
r9674065,7002,Bus 7002 : Le Saulchoir ↔ Gare Évry - Courcouronnes,Évry Centre Essonne,Keolis TISSE,,bus,C00987,61 % (27/44)
r9675493,6177,Bus 6177 : Malabry ↔ Collège Martin Luther King - Lycée Franco-Allemand,Vélizy Vallées,Kéolis Vélizy Vallée de la Bièvre,#f2a5b7,bus,C01688,57 % (15/26)
r9675499,6173,Bus 6173 : Val d'Albian Villeras ↔ Gare de Versailles Château - Rive Gauche ou Gare de Versailles-Chantiers,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,#f2a5b7,bus,C00707,96 % (57/59)
r9694410,95-29,Bus 95-29 : Gare d'Ermont - Eaubonne ↔ Gare de Montigny - Beauchamp,Val Parisis,Francilité Val Parisis,#F28D41,bus,C02257,82 % (29/35)
r9702170,55,Bus 55 : Réau - Safran Montereau ↔ Massy Gare RER TGV,Sénart,Transdev Sénart,#4D4D4D,bus,C00838,78 % (11/14)
r9715387,95-42,Bus 95-42 : Magny-en-Vexin - Gare Routière ↔ Vienne-en-Arthies - Mairie,Vexin,Transdev Vexin,#80E6BF,bus,C01555,96 % (30/31)
r9718464,62C,Bus 62C : Gare de Combs la Ville / Quincy ↔ Château du Jard (Voisenon),Sénart,Transdev Sénart,,bus,C02188,46 % (23/50)
r9718465,61B,Bus 61B : Gare de Combs la Ville / Quincy ↔ 14 Juillet (Vaux-le-Pénil),Sénart,Transdev Sénart,,bus,C02187,72 % (51/70)
r9718947,16,Bus 16 : Lycée Lakanal ↔ Avenue Lombart,Paladin,Bièvre Bus Mobilités,#f6ca57,bus,C01655,
r9736215,30-38,Bus 30-38 : Gare de Montigny - Beauchamp ↔ Gare de Cormeilles-en-Parisis,Val Parisis,Francilité Val Parisis,#9D0B44,bus,C00464,53 % (8/15)
r9748884,1353,Bus 1353 : Mairie de Chauvry ↔ Lycée - Collège Voie des Sports (Taverny),Haut Val d'Oise,Keolis Nord Val d’Oise,#B90745,bus,C00436,91 % (22/24)
r9752169,15,Bus 15 : Gare de Mantes-la-Jolie ↔ Follainville - Diderot ↔ Guernes - Mairie,Mantois,RATP Cap Mantois,#C61D58,bus,C00733,50 % (16/32)
r9786572,6202,Bus 6202 : Gare de La Celle-Saint-Cloud ↔ Porchefontaine - Louis XIV (Versailles),Grand Versailles,Transdev Versailles,#3a398e,bus,C00693,89 % (62/69)
r9786573,6205,Bus 6205 : Cœur de Bourg (Le Chesnay-Rocquencourt) ↔ Bernard de Jussieu (Versailles),Grand Versailles,Transdev Versailles,#9e006a,bus,C00696,80 % (50/62)
r9786575,6206,Bus 6206 : Gare de Viroflay Rive Gauche ↔ Gare de Versailles Chantiers ↔ Versailles Satory Mobilab,Grand Versailles,Transdev Versailles,#1b93a6,bus,C00697,83 % (46/55)
r9786577,6210,Bus 6210 : Gare de Vaucresson ↔ Lycée Jules Ferry (Versailles),Grand Versailles,Transdev Versailles,#e7dd21,bus,C00701,88 % (30/34)
r9786578,6213,Bus 6213 : Gare de Versailles Chantiers ↔ Picardie (Versailles),Grand Versailles,Transdev Versailles,#a6a1c9,bus,C00704,84 % (11/13)
r9786579,6209,Bus 6209 : Moxouris (Le Chesnay-Rocquencourt) ↔ Gare de Vaucresson ↔ Gare de Garches,Grand Versailles,Transdev Versailles,#f089af,bus,C00700,97 % (38/39)
r9786580,6207,Bus 6207 : Centre Commercial Parly 2 ↔ Gare de Viroflay Rive Gauche,Grand Versailles,Transdev Versailles,#bd875f,bus,C00698,80 % (50/62)
r9786581,6201,Bus 6201 : Centre Commercial Parly 2 (Le Chesnay-Rocquencourt) ↔ Versailles Université,Grand Versailles,Transdev Versailles,#e21416,bus,C00692,78 % (50/64)
r9796509,6284,Bus 6284 : Lycée Franco-Allemand ↔ Poste de Garches,Grand Versailles,Transdev Versailles,#6E6E00,bus,C01934,82 % (43/52)
r9796537,6172,Bus 6172 : Buc - Collège Martin Luther King ↔ Les Metz - La Mare,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,#845d2e,bus,C00706,93 % (30/32)
r9796543,6286,Bus 6286 : Collège Les Lauriers ↔ Victor Duret,Grand Versailles,Transdev Versailles,,bus,C00710,63 % (7/11)
r9796573,6174,Bus 6174 : Lycée Franco-Allemand ↔ Val d’Albian Villeras,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,#ceadcf,bus,C00708,97 % (44/45)
r9796594,6285,Bus 6285 : Place Laboulaye ↔ Poste de Garches,Grand Versailles,Transdev Versailles,,bus,C00709,89 % (25/28)
r9808021,6175,Bus 6175 : Mairie-Tarron ↔ Ursine,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,,bus,C00039,87 % (7/8)
r9808060,6178,Bus 6178 : Mairie-Tarron ↔ Victor Hugo,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,,bus,C00040,85 % (12/14)
r9817423,1204,Bus 1204 : Gare de Conflans-Sainte-Honorine - Place Romagné ↔ Gare de Saint-Germain-En-Laye,Cergy-Pontoise Confluence,Francilité Seine et Oise,#00643C,bus,C02226,70 % (35/50)
r9832132,DM3B,Bus DM3B : RER Gare Condorcet ↔ Sycomores,Cœur d'Essonne,Transdev Cœur Essonne,,bus,C02461,64 % (33/51)
r9832633,DM19,Bus DM19 : Gare de Bretigny ↔ Place des FFI,Cœur d'Essonne,Transdev Cœur Essonne,#1D63A0,bus,C00681,94 % (34/36)
r9832751,DM20,Bus DM20 : Gare d'Egly (circulaire),Cœur d'Essonne,Transdev Cœur Essonne,,bus,C00682,33 % (4/12)
r9836790,R7,Bus R7 : Louvres RER D ↔ Puiseux-en-France,Roissy Ouest,Keolis Roissy Pays de France Ouest,#CEACD2,bus,C00234,90 % (18/20)
r9836838,1314,Bus 1314 : Viarmes - Gare ↔ Baillon,Haut Val d'Oise,Keolis Nord Val d’Oise,#662483,bus,C00196,92 % (25/27)
r9836855,2122,Bus 2122 : Institution Fénélon ↔ Dammartin Juilly Saint-Mard Train K,Roissy Est,Keolis Roissy Pays de France Est,#8D5E2A,bus,C00203,66 % (37/56)
r9836912,1349,Bus 1349 : Collège Anna de Noailles - Lycée Gérard de Nerval ↔ Place Gambetta,Haut Val d'Oise,Keolis Nord Val d’Oise,#F28F42,bus,C02033,89 % (26/29)
r9853421,S1,Bus S1 : Gare de Sartrouville ↔ Collège Pablo Picasso,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#f7a600,bus,C02148,94 % (16/17)
r9857123,102,Bus 102 : Navettes Marché de Sucy-en-Brie - Moutier Médiathèque (circulaire via Les Berges),SITUS,Transdev SETRA,,bus,C00560,
r9857233,103,Bus 103 : Navettes Marché de Sucy-en-Brie - Moutier Médiathèque (circulaire via Place Sainte-Bernadette),SITUS,Transdev CEAT,,bus,C00561,
r9866393,4323,Bus 4323 : La Montagne ↔ Le Domaine,Essonne Sud Est,Keolis Val d'Essonne Deux Vallées,,bus,C00100,89 % (43/48)
r9871081,Express A14,Bus Express A14 : La Défense ↔ Renaissance (Chambourcy),Saint-Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,,bus,C02269,33 % (1/3)
r9873145,B,Bus B : La Défense ↔ Bonnières - La Vallée Française,Express A14,CTCOP,,bus,,
r9899857,30-33,Bus 30-33 : Gare de Montigny - Beauchamp ↔ Collège Camille Claudel,Val Parisis,Francilité Val Parisis,#6890CA,bus,C00460,
r9899858,30-31,Bus 30-31 : Herblay ou Taverny ↔ Montigny-lès-Cormeilles,Val Parisis,Francilité Val Parisis,#ca2c86,bus,C00458,
r9904977,41B,Bus 41B : La Ferté sous Jouarre ↔ Coulommiers,Brie et Deux Morin,Transdev Brie et Deux Morin,#FF0000,bus,C02154,15 % (3/20)
r9905067,32,Bus 32 : Gare de La Ferté sous Jouarre ↔ Gare de Nanteuil - Saâcy,Brie et Deux Morin,Transdev Brie et Deux Morin,#35b660,bus,C00922,10 % (3/30)
r9905093,33,Bus 33 : Centre (Hondevilliers) ↔ Gare de La Ferté sous Jouarre,Brie et Deux Morin,Transdev Brie et Deux Morin,#bf6cac,bus,C00923,8 % (3/35)
r9906060,95-48,Bus 95-48 : Bray-et-Lû - Place du 19 mai 1962 ↔ Magny-en-Vexin - Gare Routière ↔ Cergy-Pontoise,Vexin,Transdev Vexin,#E3051C,bus,C02206,80 % (54/67)
r9912272,31,Bus 31 : Gare de La Ferté-sous-Jouarre ↔ Gare de La Ferté-sous-Jouarre,Brie et Deux Morin,Transdev Brie et Deux Morin,,bus,C00920,1 % (1/53)
r9912301,35,Bus 35 : Place Saint-Claude (Pierre-Levée) ↔ Gare de Changis Saint-Jean ↔ Gare de la Ferté-sous-Jouarre,Brie et Deux Morin,Transdev Brie et Deux Morin,#f8b63a,bus,C00926,65 % (15/23)
r9919053,49,bus 49 : Circulaires de la gare de La Ferté sous Jouarre,Brie et Deux Morin,Transdev Brie et Deux Morin,#ff1433,bus,C00934,45 % (19/42)
r9923401,40,Bus 40 : Gare de La Ferté-sous-Jouarre ↔ Mairie (Sept-Sorts),Brie et Deux Morin,Transdev Brie et Deux Morin,#45f7e5,bus,C01059,15 % (3/19)
r9923459,48,Bus 48 : Gare de Nanteuil Saacy (Saâcy-sur-Marne) ↔ Villaré Château d'Eau (Citry),Brie et Deux Morin,Transdev Brie et Deux Morin,#f085b5,bus,C01993,7 % (1/14)
r9924095,23,Bus 23 : Gare d'Isles Armentieres Congis (Isles-les-Meldeuses) ↔ Château du Vignois (Armentières-en-Brie),Meaux et Ourcq,Transdev Marne-et-Ourcq,#177cc0,bus,C00919,
r9924118,61,Bus 61 : Gare de Changis Saint-Jean (Changis-sur-Marne) ↔ Torchamps / Centre (Jaignes),Meaux et Ourcq,Transdev Marne-et-Ourcq,#ccdc4f,bus,C00946,
r9926817,40,Bus 40 : Collège Camille Saint-Saëns(Lizy-sur-Ourcq) ↔ Poste (May-en-Multien),Meaux et Ourcq,Transdev Marne-et-Ourcq,#CC0000,bus,C00927,70 % (14/20)
r9926923,41,Bus 41 : Gare de Lizy sur Ourcq (Lizy-sur-Ourcq) ↔ Chaton Place (Vendrest),Meaux et Ourcq,Transdev Marne-et-Ourcq,#f47435,bus,C00928,3 % (1/32)
r9927796,42,Bus 42 : Gare de Lizy-sur-Ourcq ↔ Chambardy (Dhuisy),Meaux et Ourcq,Transdev Marne-et-Ourcq,#fcb43b,bus,C00929,4 % (1/22)
r9927828,54bis,bus 54bis : La Chaussée (Crouy-sur-Ourcq) ↔ Gare de Crouy sur Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,#b18a80,bus,C00940,81 % (9/11)
r9928038,R,Bus R : Guillaume Apollinaire(Lizy-sur-Ourcq) ↔ Gare de Meaux (Meaux),Meaux et Ourcq,Transdev Marne-et-Ourcq,#75C695,bus,C00948,64 % (33/51)
r9939271,18,Bus 18 : Henri IV / Cinéma (Meaux) ↔ Gare de Crécy-la-Chapelle,Brie et Deux Morin,Transdev Brie et Deux Morin,#38419b,bus,C00913,52 % (12/23)
r9941723,21,Bus 21 : Gallieni (Nanteuil-lès-Meaux) ↔ Centre (Villemareuil),Meaux et Ourcq,Transdev Marne-et-Ourcq,#be4999,bus,C00916,60 % (15/25)
r9941798,71,Bus 71 : Gare de Crécy-la-Chapelle ↔ La Chapelle / Château (Crécy-la-Chapelle),Brie et Deux Morin,Transdev Brie et Deux Morin,#ef4b72,bus,C02207,12 % (2/16)
r9943735,70,Bus 70 : Collège (Saint-Germain-sur-Morin) ↔ Église (La Haute-Maison),Brie et Deux Morin,Transdev Brie et Deux Morin,#69bf77,bus,C00951,
r9946370,2110,Bus 2110 : Gare de Dammartin Juilly Saint-Mard (Saint-Mard) ↔ Centre de Villeroy,Roissy Est,Keolis Roissy Pays de France Est,#CFADD2,bus,C00253,58 % (10/17)
