route_id,name,code,destination,network
r1534901,Noctilien N35: Gare de Lyon - Diderot → Villiers-sur-Marne - Le Plessis Trévise,N35,Villiers-sur-Marne - Le Plessis Trévise,Noctilien
r1534902,Noctilien N32: Gare de Lyon → Boissy-Saint-Léger RER,N32,Boissy-Saint-Léger RER,Noctilien
r1535264,Bus N130 : Gare de Lyon → Gare de Marne-la-Vallée - Chessy Nord,N130,Gare de Marne-la-Vallée - Chessy Nord,Noctilien
r1535265,Noctilien N132: Gare de Lyon → Melun RER,N132,Melun RER,Noctilien
r1535266,Noctilien N31 : Aéroport d'Orly-Terminal 4 → Gare de Lyon,N31,Gare de Lyon,Noctilien
r1535267,"Noctilien N134 : Paris, Gare de Lyon → Combs-La-Ville",N134,Combs-La-Ville,Noctilien
r1535453,Noctilien N16: Pont de Levallois → Mairie de Montreuil,N16,Mairie de Montreuil,Noctilien
r1535454,Noctilien N11: Pont de Neuilly → Château de Vincennes,N11,Château de Vincennes,Noctilien
r1535455,Noctilien N133: Gare de Lyon → Marché de Juvisy,N133,Marché de Juvisy,Noctilien
r1535456,Noctilien N31 : Gare de Lyon → Aéroport d'Orly-Terminal Sud,N31,Aéroport d'Orly-Terminal Sud,Noctilien
r1535457,Noctilien N131: Gare de Lyon → Brétigny RER,N131,Brétigny RER,Noctilien
r1537047,Noctilien N15 : Asnières–Gennevilliers – Gabriel Péri → Villejuif – Louis Aragon,N15,Villejuif – Louis Aragon,Noctilien
r1539914,Bus 107 : Saint-Maur–La Pie → École Vétérinaire de Maisons-Alfort,107,Ecole Vétérinaire de Maisons-Alfort,RATP
r1540144,Bus 107 : École Vétérinaire de Maisons-Alfort → Saint-Maur–La Pie,107,Saint-Maur,RATP
r1547968,Noctilien N12 : Romainville–Carnot → Pont de Sèvres,N12,Pont de Sèvres,Noctilien
r1549909,Noctilien N34 : Gare de Lyon → Torcy RER,N34,Torcy RER,Noctilien
r1549911,Bus 127 : Montreuil - Croix de Chavaux → Neuilly-sur-Marne - Place de la Résistance,127,Neuilly-sur-Marne - Place de la Résistance,RATP
r1551324,Bus La Traverse de Charonne (501) : Gambetta → Pyrenées - Docteur Netter,La Traverse,Pyrenées - Docteur Netter,RATP
r1553161,Bus 173 : La Courneuve–8 Mai 1945 → Porte de Clichy,173,Porte de Clichy,RATP
r1553374,Bus 341 : Charles de Gaulle - Étoile → Porte de Clignancourt - Croisset,341,Porte de Clignancourt - Croisset,RATP
r1553499,Noctilien N51: Gare Saint-Lazare → Gare d’Enghien,N51,Gare d’Enghien,Noctilien
r1553500,Noctilien N51: Gare d’Enghien → Gare Saint-Lazare,N51,Gare Saint-Lazare,Noctilien
r1555875,Bus 118: Château de Vincennes → Van Derheyden (Rosny-sous-Bois),118,Van Derheyden (Rosny-sous-Bois),RATP
r1555876,Bus 124: Château de Vincennes → Val de Fontenay RER,124,Val de Fontenay RER,RATP
r1555877,Bus 325 : Château de Vincennes → Quai de la Gare,325,Quai de la Gare,RATP
r1555937,Noctilien N33: Gare de Lyon → Villiers-sur-Marne - Le Plessis-Trévise RER,N33,Villiers-sur-Marne - Le Plessis-Trévise RER,Noctilien
r1555938,Bus 114 : Château de Vincennes → Le Raincy – Villemomble – Montfermeil RER → Villemomble - Les Coquetiers,114,Villemomble - Les Coquetiers,RATP
r1555960,Bus 325 : Quai de la Gare → Château de Vincennes,325,Château de Vincennes,RATP
r1555961,Bus 318: Raymond Queneau (Pantin) → Château de Vincennes,318,Château de Vincennes,RATP
r1555962,Noctilien N33: Villiers-sur-Marne - Le Plessis-Trévise RER → Gare de Lyon,N33,Gare de Lyon,Noctilien
r1559982,Noctilien N23 : Chelles - Gournay RER → Châtelet - Hôtel de Ville,N23,Châtelet - Hôtel de Ville,Noctilien
r1574079,Bus 175 : Porte de Saint-Cloud → Asnières–Gennevilliers – Gabriel Péri,175,Asnières-Gennevilliers - Gabriel Péri,RATP
r1576586,Noctilien N52 : Gare de Cormeilles-en-Parisis → Gare Saint-Lazare,N52,Gare Saint-Lazare,Noctilien
r1580968,Bus 116 : Champigny - Saint-Maur RER → Rosny - Bois-Perrier RER - Rosny 2,116,Rosny - Bois-Perrier RER - Rosny 2,RATP
r1580969,Bus 116 : Rosny–Bois-Perrier RER–Rosny 2 → Champigny–Saint-Maur RER,116,Champigny–St-Maur RER,RATP
r1581557,Bus 208a : Place de la Résistance (Champigny) → Champigny–Saint-Maur RER,208a,Champigny–St-Maur RER,RATP
r1581558,Bus 208a : Champigny–Saint-Maur RER → Place de la Résistance (Champigny),208a,Place de la Résistance (Champigny),RATP
r1581559,Bus 208b : Place de Verdun → Champigny - Saint-Maur RER,208b,Champigny–Saint-Maur RER,RATP
r1581623,Bus 208b : Champigny - Saint-Maur RER → Place de Verdun,208b,Place de Verdun,RATP
r1621794,Bus 102: Gambetta → Rosny–Bois-Perrier RER–Rosny 2,102,Rosny–Bois-Perrier RER–Rosny 2,RATP
r1621795,Noctilien N34 : Torcy RER → Gare de Lyon,N34,Gare de Lyon,Noctilien
r1621796,Bus 102: Rosny–Bois-Perrier RER – Rosny 2 → Gambetta,102,Gambetta,RATP
r1621797,Bus 122: Val de Fontenay RER → Bagnolet Gallieni,122,Bagnolet Gallieni,RATP
r1627956,Noctilien N52 : Gare Saint-Lazare → Gare de Cormeilles-en-Parisis,N52,Gare de Cormeilles-en-Parisis,Noctilien
r1648057,Bus 407 : Ris-Orangis → Aunettes (Évry),407,Aunettes (Évry),Évry Centre Essonne
r1648951,Bus 405 : Henri Dunant (Corbeil-Essonnes) → Gare de Ris-Orangis - Bois de l'Épine,405,Bois de l'Épine RER,Évry Centre Essonne
r1650711,TZen 1 : Corbeil-Essonnes Gare RER → Lieusaint - Moissy Gare RER,TZen 1,Lieusaint - Moissy Gare RER,Sénart
r1650712,TZen 1 : Lieusaint - Moissy Gare RER → Corbeil-Essonnes Gare RER,TZen 1,Corbeil-Essonnes Gare RER,Sénart
r1658284,Bus 2261 : Gare d'Esbly → Gare de Marne-la-Vallée - Chessy Nord,2261,Gare de Marne-la-Vallée - Chessy Nord,Marne-la-Vallée
r1658297,Bus 2260 : Philo → Gare de Val d'Europe,2260,Gare de Val d'Europe,Marne-la-Vallée
r1658372,Bus 8A : Gare de Crécy-la-Chapelle (circulaire),8A,Gare de Crécy-la-Chapelle,Brie et Deux Morin
r1658374,Bus 59 : Gare de Crécy-la-Chapelle → Gare de Marne-la-Vallée Chessy Nord,59,Chessy Gares,Brie et Deux Morin
r1658375,Bus 73 : Gare de Villiers - Montbarbin → École Sainte-Thérèse (Couilly-Pont-aux-Dames),73,École Sainte-Thérèse (Couilly-Pont-aux-Dames),Brie et Deux Morin
r1667800,Noctilien N24 : Gare de Sartrouville → Châtelet,N24,Châtelet,Noctilien
r1687235,Bus 4413 : Porte d'Étampes Brigeolet (Angerville),4413,Brigeolet (Angerville),Essonne Sud Ouest
r1695773,Bus 91-04 : Évry → Briis-sous-Forges,91-04,Briis-sous-Forges,Cœur d'Essonne
r1695774,Bus 91-05 : Évry Gare Routière → Gare de Massy-Palaiseau,91-05,Gare de Massy-Palaiseau,Paris-Saclay
r1709734,Noctilien N53 : Gare Saint-Lazare → Nanterre – Anatole France,N53,Nanterre – Anatole France,Noctilien
r1716239,Bus 244 : Porte Maillot → Rueil-Malmaison RER,244,Rueil-Malmaison RER,RATP
r1716255,Bus 244 : Rueil Malmaison RER → Porte Maillot,244,Porte Maillot,RATP
r1727588,Bus 341 : Porte de Clignancourt - Croisset → Charles de Gaulle - Étoile,341,Charles de Gaulle - Étoile,RATP
r1746521,Bus 162 : Parc Maison Blanche → Villejuif–Louis Aragon,162,Villejuif Louis Aragon Métro,RATP
r1749962,Bus 160 : Nanterre–Préfecture RER → Pont de Saint-Cloud – Albert Kahn,160,Pont de Saint-Cloud – Albert Kahn,RATP
r1749963,Bus 160 : Pont de Saint-Cloud – Albert Kahn → Nanterre – Préfecture RER,160,Nanterre–Préfecture RER,RATP
r1758293,Bus SUBB (571) : Boucle Nord,SUBB,Hôtel de Ville-Les Passages,Grand Paris Seine Ouest
r1758294,Bus SUBB : Boucle Sud,SUBB,Hôtel de Ville de Boulogne-Billancourt,Grand Paris Seine Ouest
r1760441,Bus 91-03 : Gare de Dourdan → Gare de Massy,91-03,Gare de Massy,Essonne Sud Ouest
r1760442,Bus 18 : Gare de Dourdan → Champarts (Ablis),18,Champarts (Ablis),Centre et Sud Yvelines
r1760443,Bus 4450 : Paray Douaville → Dourdan,4450,,Essonne Sud Ouest
r1760444,Bus 91-02 : Gare du Guichet → Gare de Dourdan,91-02,Gare de Dourdan,Essonne Sud Ouest
r1760446,Bus 4459 : Dourdan → Mérobert,4459,,Essonne Sud Ouest
r1760448,Bus 4450 : Dourdan → Paray Douaville,4450,Corbreuse,Essonne Sud Ouest
r1760449,Bus 03 : Gare de Dourdan → Zone Industrielle,03,,Centre et Sud Yvelines
r1760451,Bus 85-01 : Dourdan intra-muros (circuit 2 intérieure),85-01,Gare de Dourdan,Cars Perron
r1760452,Bus 29 : Moutiers → Gare de Dourdan,29,,Centre et Sud Yvelines
r1762127,Noctilien N61 : Gare Montparnasse → Clamart - Georges Pompidou,N61,Clamart - Georges Pompidou,Noctilien
r1762128,Noctilien N61 : Clamart - Georges Pompidou → Gare Montparnasse,N61,Gare Montparnasse,Noctilien
r1771179,Bus 467 : Rueil-Malmaison RER → Pont de Sèvres,467,Pont de Sèvres,RATP
r1782905,Bus 123 : Mairie d'Issy → Porte d'Auteuil,123,Porte d'Auteuil,RATP
r1782906,Bus 123 : Porte d'Auteuil → Mairie d'Issy,123,Mairie d'Issy,RATP
r1802057,Bus 181 : Créteil–La Gaîté → École Vétérinaire de Maisons-Alfort,181,Ecole Vétérinaire de Maisons-Alfort,RATP
r1802058,Bus 181 : École Vétérinaire de Maisons-Alfort → Créteil–La Gaîté,181,Créteil-La Gaîté,RATP
r1810270,Bus 272 : Gare d'Argenteuil → Sartrouville RER,272,Sartrouville RER,RATP
r1810271,Bus 272 : Sartrouville RER → Gare d'Argenteuil,272,La Défense,RATP
r1811449,Bus 440 : Gare de Sucy - Bonneuil → Centre Commercial Pince-Vent,440,Centre Commercial Pince-Vent,Marne et Seine
r1833253,Bus TUVIM Île Saint-Germain,TUVIM,Mairie d'Issy - Kléber,RATP
r1833289,Bus TUVIM Centre-Ville,TUVIM,Mairie d'Issy - Diderot,Grand Paris Seine Ouest
r1842751,Bus 4 : Gare de Houilles Carrières-sur-Seine → Gare d'Argenteuil,4,Gare d'Argenteuil,Argenteuil - Boucles de Seine
r1842752,Bus 4 : Gare d'Argenteuil → Gare de Houilles Carrières-sur-Seine,4,Gare de Houilles Carrières-sur-Seine,Argenteuil - Boucles de Seine
r1857103,Bus 129 : Mairie de Montreuil → Porte des Lilas,129,Porte des Lilas,RATP
r1866829,Bus 351 (lun-ven après 9h) : Paris - Nation → Roissypole,351,Roissypole,RATP
r1904088,Bus 217 : Hôtel de Ville de Créteil → Vitry-sur-Seine RER,217,Vitry-sur-Seine RER,RATP
r1942582,Bus 40 : Mairie du 18e - Jules Joffrin → Le Peletier,40,Le Peletier,RATP
r1942583,Bus 40 : Le Peletier → Mairie du 18e - Jules Joffrin,40,Mairie du 18e - Jules Joffrin,RATP
r1973047,Bus 125 : École Vétérinaire de Maisons-Alfort → Porte d'Orléans,125,Porte d'Orléans,RATP
r1978034,Bus 323 : Châtillon - Montrouge → Issy-Val de Seine RER,323,Issy-Val de Seine RER,RATP
r1987578,Bus 289 : Porte de Saint-Cloud → Georges Pompidou (Clamart),289,Georges Pompidou (Clamart),RATP
r1991745,Bus 162 : Villejuif-Louis Aragon Métro → Parc Maison Blanche,162,Parc Maison Blanche,RATP
r2005096,Bus 196 : Massy–Palaiseau RER → Antony RER,196,Antony RER,RATP
r2005241,Bus 85-01 : Dourdan intra-muros (circuit 1),85-01,Gare de Dourdan,Cars Perron
r2045294,Bus v3 : Service de Cachan - Mairie de Cachan → Cité Jardins,v3,L'Orangerie,Valouette
r2085721,Bus 360 : Hôpital de Garches → La Défense,360,La Défense,RATP
r2087225,Bus 186 : Porte d'Italie → Fresnes - Rond-Point Roosevelt,186,Fresnes — Rond-Point Roosevelt,RATP
r2117015,Bus 39-12 : Gare de Versailles Chantiers → Mérantais (Magny-les-Hameaux),39-12,Mérantais (Magny-les-Hameaux),Île-de-France Ouest
r2117115,Bus 91-11 : Gare de Saint-Quentin-en-Yvelines → Gare de Massy-Palaiseau,91-11,Gare de Massy-Palaiseau,Île-de-France Ouest
r2154741,Bus 403 : Les Meillottes (Soisy-sur-Seine) → Imprimerie Nationale,403,Imprimerie Nationale,Évry Centre Essonne
r2166257,Bus 241 : Rueil-Malmaison RER → Porte d'Auteuil,241,Porte d'Auteuil,RATP
r2170491,Bus 403 : Imprimerie Nationale → Les Meillottes (Soisy-sur-Seine),403,Les Meillottes (Soisy-sur-Seine),Évry Centre Essonne
r2171710,Bus 146 : Le Bourget RER → Montfermeil–Les Bosquets,146,Montfermeil - Les Bosquets,RATP
r2171711,Bus 146 : Montfermeil–Les Bosquets → Le Bourget RER,146,Le Bourget,RATP
r2174156,Bus 95-19 : Argenteuil Gare → Cergy Préfecture,95-19,Cergy Préfecture,Val Parisis
r2175124,Bus 95-21 : Herblay Gare → Montigny-Beauchamp Gare,95-21,Montigny-Beauchamp Gare,Val Parisis
r2196020,Bus 701 : Gare du Chénay Gagny → Gare de Chelles Gournay,701,Gare de Chelles Gournay,Autobus du Fort
r2198224,Bus 346 : Bois-Perrier RER - Rosny 2 → Le Blanc-Mesnil–Place de la Libération,346,Le Blanc-Mesnil – Place de la Libération,RATP
r2198272,Bus 346 : Le Blanc-Mesnil–Place de la Libération → Bois-Perrier RER - Rosny 2,346,Bois-Perrier RER - Rosny 2,RATP
r2206524,Bus 251 : Bobigny–Benoît Frachon → Bobigny–Pablo Picasso → Aulnay-sous-Bois RER,251,Gare d'Aulnay-sous-Bois RER,RATP
r2206545,Bus 251 : Aulnay-sous-Bois RER → Bobigny–Pablo Picasso → Bobigny–Benoît Frachon,251,Bobigny — Benoît Frachon,RATP
r2206806,Bus 2128 : Bobigny - Pablo Picasso → Gare de Meaux,2128,Gare de Meaux,Roissy Est
r2206989,Bus 301 : Val de Fontenay RER → Bobigny–Pablo Picasso,301,Bobigny — Pablo Picasso,RATP
r2206990,Bus 301 : Bobigny - Pablo Picasso → Val de Fontenay RER,301,Val de Fontenay RER,RATP
r2207001,Bus 148 : Musée de l'Air et de l'Espace → Bobigny - Pablo Picasso,148,Bobigny - Pablo Picasso,RATP
r2207002,Bus 148 : Bobigny - Pablo Picasso → Musée de l'Air et de l'Espace,148,Musée de l'Air et de l'Espace,RATP
r2207037,Bus 322 : Bobigny–Pablo Picasso → Mairie de Montreuil,322,Mairie de Montreuil,RATP
r2213975,Bus 145 : Cimetière de Villemomble → Église de Pantin,145,Église de Pantin,RATP
r2214086,Bus 616 : Gare de Bondy → Centre Commercial O'Parinor,616,Centre Commercial O'Parinor,Terres d'Envol
r2214106,Bus 616 : Centre Commercial O'Parinor → Gare de Bondy,616,Gare de Bondy,Terres d'Envol
r2214161,Bus 101 : Joinville-le-Pont RER → Champigny–Camping International,101,Champigny — Camping International,RATP
r2214212,Bus 101 : Champigny–Camping International → Joinville-le-Pont RER,101,Joinville-le-Pont RER,RATP
r2217678,Bus 121 : Villemomble – Lycée Georges Clemenceau → Château de Villemomble → Mairie de Montreuil,121,Mairie de Montreuil,RATP
r2217679,Bus 121 : Mairie de Montreuil → Château de Villemomble → Villemomble – Lycée Georges Clemenceau,121,Villemomble – Lycée Georges Clemenceau,RATP
r2224966,Bus 113 : Centre Commercial Terre Ciel → Nogent-sur-Marne RER,113,Nogent-sur-Marne RER,RATP
r2224967,Bus 113 : Nogent-sur-Marne RER → Centre Commercial Terre Ciel,113,Centre Commercial Terre Ciel,RATP
r2247729,Bus 241 : Porte d'Auteuil → Rueil-Malmaison RER,241,Rueil-Malmaison RER,RATP
r2247734,Bus TIM - Boucle Centre-Ville,TIM,Gare de Bellevue,Grand Paris Seine Ouest
r2250334,Bus 175 : Asnières–Gennevilliers – Gabriel Péri → Porte de Saint-Cloud,175,Porte de Saint-Cloud,RATP
r2261637,"Bus 401 : Saint-Michel-sur-Orge, Rue Berlioz → Corbeil-Essonnes Gare RER",401,Corbeil-Essonnes Gare RER,Évry Centre Essonne
r2277158,Bus v7 : Villejuif - Louis Aragon Métro (circulaire via Les Dahlias),v7,Villejuif - Louis Aragon Métro,Valouette
r2307564,Bus 8 : Gare de Fontainebleau Avon → Crevat - Jaurès (Fontainebleau),8,Crevat - Jaurès (Fontainebleau),Fontainebleau - Moret
r2307565,Bus 3 : Gare routière de Fontainebleau Avon → Crevat - Jaurès (Fontainebleau),3,Crevat - Jaurès (Fontainebleau),Fontainebleau - Moret
r2328082,Bus 275 : La Défense → Pont de Levallois,275,Pont de Levallois,RATP
r2335078,Bus 07 : Freneuse (Guyenne) - Bonnières-Sur-Seine (Collège Marcel Pagnol),07,,Mantois
r2336377,Bus 12 : Chatron → Plaisir-Grignon,12,,Centre et Sud Yvelines
r2337722,Bus 7 : Corbeville - Plateau du Moulon → Gare d'Orsay - L'Yvette,7,Gare d'Orsay - L'Yvette,Paris-Saclay
r2337723,Bus 7 : Gare d'Orsay - L'Yvette → Corbeville - Plateau du Moulon,7,Corbeville - Plateau du Moulon,Paris-Saclay
r2337965,Bus 9 : Centre Commercial Ulis 2 → Jouy-en-Josas RER,9,Jouy-en-Josas RER,Paris-Saclay
r2342636,Bus 34 : Lycée de Carrières-sur-Seine → Marché des Coteaux (Argenteuil),34,Marché des Coteaux (Argenteuil),Argenteuil - Boucles de Seine
r2343188,Bus 34 : Marché des Coteaux (Argenteuil) → Lycée de Carrières-sur-Seine,34,Lycée de Carrières-sur-Seine,Argenteuil - Boucles de Seine
r2344962,Bus 199 : Longjumeau–La Rocade–Lycée → Massy–Palaiseau RER,199,Massy-Palaiseau RER,RATP
r2344963,Bus 319 : Marché International de Rungis → Massy-Palaiseau RER,319,Massy-Palaiseau RER,RATP
r2346625,Bus 120 : Nogent-sur-Marne RER → Noisy-le-Grand Mont d'Est RER,120,Noisy-le-Grand Mont d'Est RER,RATP
r2346626,Bus 120 : Noisy-le-Grand Mont d'Est RER → Nogent-sur-Marne RER,120,Nogent-sur-Marne RER,RATP
r2351716,"Bus 12 : Juvisy, Gare Routière Seine → Bergeries, St Hubert (Draveil)",12,"Bergeries, St Hubert (Draveil)",Val d'Yerres Val de Seine
r2351724,"Bus 13 : Juvisy, Gare Routière Seine → Bergeries, St Hubert (Draveil)",13,"Bergeries, St Hubert (Draveil)",Val d'Yerres Val de Seine
r2369841,Bus 132 : Vitry-sur-Seine-Moulin Vert Tram → Bibliothèque François Mitterrand,132,Bibliothèque François Mitterrand,RATP
r2372425,Bus 5104 : Gare de Trappes → Saint-Exupéry,5104,Saint-Exupéry,Saint-Quentin-en-Yvelines
r2389880,Bus 91-11 : Gare de Massy-Palaiseau → Gare de Saint-Quentin-en-Yvelines,91-11,Gare de Saint-Quentin-en-Yvelines,Île-de-France Ouest
r2390086,"Bus 10 : Gare de Gif → Buc, Lycée Franco-Allemand",10,"Buc, Lycée Franco-Allemand",Paris-Saclay
r2390547,"Bus 10 : Buc, Lycée Franco-Allemand → Gare de Gif",10,Gare de Gif,Paris-Saclay
r2393297,Bus 10 : Christ de Saclay → Gare de Gif,10,Gare de Gif,Paris-Saclay
r2393298,Bus 10 : Gare de Gif → Christ de Saclay,10,Christ de Saclay,Paris-Saclay
r2393300,Bus 10 : Gare de Gif → Saint Aubin → Christ de Saclay,10,Christ de Saclay,Paris-Saclay
r2393303,Bus 91-06 : Christ de Saclay → Gare de Massy-Palaiseau,91-06,Gare de Massy-Palaiseau,Paris-Saclay
r2393305,Bus 91-06 : Gare de Massy-Palaiseau → Christ de Saclay,91-06,Christ de Saclay,Paris-Saclay
r2415099,Bus 1 : Gare d’Igny RER → Rond-Point Camille Claudel → Orsay-Ville RER,1,Orsay-Ville RER,Paris-Saclay
r2420132,Bus 1 : Orsay-Ville RER → Rond-Point Camille Claudel → Gare d’Igny RER,1,Gare d’Igny RER,Paris-Saclay
r2424330,Bus 294 : Igny RER → Pierre Semard - Châtillon-Montrouge,294,Pierre Semard - Châtillon-Montrouge,RATP
r2437724,Bus 5 : Saint-Quentin en Yvelines - Gare Routière Paul Delouvrier → Château,5,Château,Centre et Sud Yvelines
r2440110,Bus 14 : Fresnel - Vauve → Gare de Palaiseau-Villebon → Gare de Massy-Palaiseau,14,Gare de Massy-Palaiseau,Paris-Saclay
r2440111,Bus 14 : Gare de Massy-Palaiseau → Gare de Palaiseau-Villebon → Fresnel - Vauve,14,Fresnel - Vauve,Paris-Saclay
r2440383,Bus 172 : Hôpital Henri Mondor → Bourg-la-Reine RER,172,Bourg-la-Reine RER,RATP
r2454325,Bus 6 : Campus d’Orsay - Jean Monnet → Gare d'Orsay - L'Yvette,6,Gare d'Orsay - L'Yvette,Paris-Saclay
r2497591,Bus 380 : Villejuif - Louis Aragon → Arcueil - Vache Noire - Centre Commercial,380,Arcueil - Vache Noire - Centre Commercial,RATP
r2497592,Bus 286 : Antony RER → Villejuif–Louis Aragon,286,Villejuif — Louis Aragon,RATP
r2498055,Bus OrlyBus : Paris-Denfert–Rochereau → Aéroport d'Orly 1-2-3,OrlyBus,Aéroport d'Orly - Orly 1-2-3,RATP
r2498057,Bus 299 soir : Porte d'Orléans → Morangis - Place Lucien Boilleau,299,Morangis - Place Lucien Boilleau,RATP
r2502854,Bus 5151 : Saint-Quentin-en-Yvelines Gare → Lycée de Villaroy,5151,Lycée de Villaroy,Saint-Quentin-en-Yvelines
r2504437,Bus 187 : Porte d'Orléans → Fresnes - Les Groux,187,Fresnes - Les Groux,RATP
r2504515,Noctilien N21 : Châtelet → Hôpital de Longjumeau,N21,Hôpital de Longjumeau,Noctilien
r2510192,Bus 7 : Gare d'Enghien-les-Bains → Gare d'Argenteuil,7,Gare d'Argenteuil,Argenteuil - Boucles de Seine
r2511927,Bus 291 Pont de Sèvres → La Cheminée,291,La Cheminée,RATP
r2512002,Bus RoissyBus : Paris–Opéra → Aéroport Charles de Gaulle,RoissyBus,Aéroport Charles de Gaulle,RATP
r2516546,Noctilien N14 : La Croix de Berny RER → Mairie de Saint-Ouen,N14,Mairie de Saint-Ouen,Noctilien
r2531064,Bus 22 : Roissypole → Gonesse → Villiers-le-Bel RER,22,Villiers-le-Bel RER,Roissy Ouest
r2531074,Bus 93 : Bobigny – Pablo Picasso → Aulnay-sous-Bois – Parinor → Aéroport CDG – Roissypole,93,Bobigny – Pablo Picasso,Roissy Ouest
r2531081,Bus 2123 : Roissypole → Villeparisis - Gymnase Aubertin,2123,Mitry-le-Neuf – Villeparisis,Roissy Est
r2531204,Bus Filéo Viliers-le-Bel : Roissypole → Jean Bullant (Villiers-le-Bel),Viliers-le-Bel,Jean Bullant (Villiers-le-Bel),Filéo
r2531205,Bus Filéo Othis : Roissypole → Othis,Othis,Beaupré (Othis),Filéo
r2531206,Bus Filéo Roissy Sud : Roissypole → Laroche (Villeparisis),Roissy Sud,Laroche (Villeparisis),Filéo
r2531221,Bus Filéo Roissy Sud : Roissypole → Place des Marronniers (Tremblay-en-France),Roissy Sud,Place des Marronniers (Tremblay-en-France),Filéo
