line_id,ID_Line,code,ShortName_Line,network,NetworkName,operator,OperatorName,mode,TransportMode
r7797135,C00818,211,211,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7797146,C00828,207,207,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
,C01002,,4001,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
,C01003,,4003,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
,C01008,,4008,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
,C01011,,4013,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
r8479479,C01012,4014,4014,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7797072,C01444,208,208,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7797293,C01445,204,204,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7797300,C01446,205,205,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7797165,C01447,206,206,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7797401,C01448,210,210,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7797176,C01450,203,203,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7618348,C01494,7,7,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r7618243,C01947,8,8,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r9968652,C02156,9,19,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r9968719,C02159,21,21,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r8753568,C02202,111,111,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
,C02258,,40,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
r15538433,C02277,14,14,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
,C02278,,20,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
,C02279,,23,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
r15538431,C02287,115,115,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r15538430,C02289,113,113,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
r15538432,C02290,114,114,Fontainebleau - Moret,Fontainebleau - Moret,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
,C02572,,TàD,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
,C02595,,Soir,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
,C02596,,Soir,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
,C02612,,4002,,Fontainebleau - Moret,,Transdev Pays de Fontainebleau,,bus
r7920998,C00801,3633,3633,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
,C00814,,3665,,Grand Melun,,Transdev Melun,,bus
r7921022,C00875,3604,3604,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
r8353656,C00876,3609,3609,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
r7921010,C00877,3607,3607,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
,C00878,,3608,,Grand Melun,,Transdev Melun,,bus
r7921023,C00879,3602,3602,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
r7921015,C00880,3603,3603,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
r7921019,C00881,3601,3601,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
r7921021,C00882,3605,3605,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
r9228837,C00883,3606,3606,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
r7921020,C00885,3610,3610,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
,C00886,,3656,,Grand Melun,,Transdev Melun,,bus
r7921018,C00887,3612,3612,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
,C00890,,3654,,Grand Melun,,Transdev Melun,,bus
r9228057,C00891,3611,3611,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
,C00892,,3651,,Grand Melun,,Transdev Melun,,bus
,C00893,,3652,,Grand Melun,,Transdev Melun,,bus
,C00894,,3653,,Grand Melun,,Transdev Melun,,bus
r7921014,C00895,3634,3634,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
r9223363,C00897,3630,3630,Grand Melun,Grand Melun,Transdev Melun,Transdev Melun,bus,bus
,C01753,,3655,,Grand Melun,,Transdev Melun,,bus
,C01895,,TàD,,Grand Melun,,Transdev Melun,,bus
,C02209,,3659,,Grand Melun,,Transdev Melun,,bus
,C02272,,3661,,Grand Melun,,Transdev Melun,,bus
,C02273,,3662,,Grand Melun,,Transdev Melun,,bus
,C02274,,3663,,Grand Melun,,Transdev Melun,,bus
,C02275,,3664,,Grand Melun,,Transdev Melun,,bus
,C02276,,3631,,Grand Melun,,Transdev Melun,,bus
,C02280,,3666,,Grand Melun,,Transdev Melun,,bus
,C02281,,3632,,Grand Melun,,Transdev Melun,,bus
,C02282,,3613,,Grand Melun,,Transdev Melun,,bus
,C02283,,3657,,Grand Melun,,Transdev Melun,,bus
,C02284,,3658,,Grand Melun,,Transdev Melun,,bus
,C02293,,3660,,Grand Melun,,Transdev Melun,,bus
r8054732,C00113,6217,6217,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r8063062,C00122,6283,6283,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
,C00327,,6281,,Grand Versailles,,Transdev Versailles,,bus
,C00328,,6282,,Grand Versailles,,Transdev Versailles,,bus
r8402861,C00408,6211,6211,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
,C00420,,6287,,Grand Versailles,,Transdev Versailles,,bus
r9249844,C00425,6241,6241,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9786581,C00692,6201,6201,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9786572,C00693,6202,6202,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r8131176,C00694,6203,6203,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r8088174,C00695,6204,6204,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9786573,C00696,6205,6205,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9786575,C00697,6206,6206,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9786580,C00698,6207,6207,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9251856,C00699,6208,6208,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9786579,C00700,6209,6209,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9786577,C00701,6210,6210,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9786578,C00704,6213,6213,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9796594,C00709,6285,6285,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9796543,C00710,6286,6286,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r8407209,C01482,6227,27,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9184990,C01484,6231,29,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
,C01489,,06,,Grand Versailles,,Transdev Versailles,,bus
,C01493,,38,,Grand Versailles,,Transdev Versailles,,bus
r8406206,C01772,6230,30,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r8312545,C01868,6240,40,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r8404223,C01872,6243,43,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r8400207,C01873,6251,51,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9796509,C01934,6284,6284,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r9185838,C02076,6276,76,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r6839342,C02183,6253,6253,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
,C02184,,6254,,Grand Versailles,,Transdev Versailles,,bus
r6839321,C02219,6252,6252,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r7791162,C02239,6246,460,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r8364726,C02286,6214,14,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r15843087,C02482,6288,6288,Grand Versailles,Grand Versailles,Transdev Versailles,Transdev Versailles,bus,bus
r7097563,C00194,12,12,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r9836838,C00196,14,14,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r9836890,C00212,38,38,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
,C00217,,46,,Haut Val d’Oise,,Keolis Vallée de l’Oise,,bus
,C00218,,47,,Haut Val d’Oise,,Keolis Vallée de l’Oise,,bus
,C00219,,48,,Haut Val d’Oise,,Keolis Vallée de l’Oise,,bus
,C00220,,50,,Haut Val d’Oise,,Keolis Vallée de l’Oise,,bus
r7449948,C00400,95-17,9517,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r9748884,C00436,30-04,3004,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
,C00453,,3025,,Haut Val d’Oise,,Keolis Vallée de l’Oise,,bus
,C00456,,3029,,Haut Val d’Oise,,Keolis Vallée de l’Oise,,bus
r16179016,C00462,30-36,3036,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r8448000,C00603,2,2,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r8450386,C00604,E,E,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r8450382,C00605,G,G,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r8450387,C00606,C,C,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r9447998,C00607,95-09,9509,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
,C00608,,9510,,Haut Val d’Oise,,Keolis Vallée de l’Oise,,bus
r3253980,C01472,95-18,9518,Mobilien,Haut Val d’Oise,Transdev Île-de-France Conflans,Keolis Vallée de l’Oise,bus,bus
r8450384,C01659,A,A,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r8450383,C01660,B,B,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r8450388,C01662,F,F,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r8493726,C01675,Express 100,EX100,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r8450385,C01735,DIM,DIM,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
r9836912,C02033,49,49,Haut Val d'Oise,Haut Val d’Oise,Keolis Vallée de l'Oise,Keolis Vallée de l’Oise,bus,bus
,C02063,,100,,Haut Val d’Oise,,Keolis Vallée de l’Oise,,bus
,C02167,,12.1,,Haut Val d’Oise,,Keolis Vallée de l’Oise,,bus
,C02168,,14.1,,Haut Val d’Oise,,Keolis Vallée de l’Oise,,bus
,C00061,,501,,Lignes Île-de-France Ouest,,Francilité Express Ouest,,bus
r8184117,C00151,16,EX16,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
r9195309,C00287,4,EX4,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
r9249778,C00411,15,15,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
r8740258,C00413,17,17,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
,C00426,,EX78,,Lignes Île-de-France Ouest,,Francilité Express Ouest,,bus
r8702005,C00497,39-12,39-12,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
r7906370,C00521,39-34,39-34,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
r9172833,C00532,307,EX307,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
r9240299,C00652,80,EX80,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
,C01490,,503,,Lignes Île-de-France Ouest,,Francilité Express Ouest,,bus
r6290750,C01543,475,475,Saint-Quentin-en-Yvelines,Lignes Île-de-France Ouest,Francilité,Francilité Express Ouest,bus,bus
r7105212,C01571,91-10,EX91-10,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
r8413211,C02201,91-11,EX91-11,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
r8228825,C02204,27,EX27,Île-de-France Ouest,Lignes Île-de-France Ouest,Francilité Express Ouest,Francilité Express Ouest,bus,bus
,C02623,,X425,,Lignes Île-de-France Ouest,,Francilité Express Ouest,,bus
,C02637,,78S,,Lignes Île-de-France Ouest,,Francilité Express Ouest,,bus
,C00108,,44,,Mantois,,RD Mantois,,bus
,C00109,,45,,Mantois,,RD Mantois,,bus
,C00118,,34,,Mantois,,RD Mantois,,bus
r7921016,C00120,42,42,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
,C00121,,43,,Mantois,,RD Mantois,,bus
r8467036,C00288,87,87,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9978088,C00725,1,1,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9978192,C00727,05,5,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9978136,C00728,4,4,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r7917619,C00730,07,7,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9978274,C00731,9,9,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9752169,C00733,15,15,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
,C00734,,16,,Mantois,,RD Mantois,,bus
r10000414,C00735,17,17,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
,C00736,,18,,Mantois,,RD Mantois,,bus
,C00737,,19,,Mantois,,RD Mantois,,bus
,C00738,,20,,Mantois,,RD Mantois,,bus
,C00739,,21,,Mantois,,RD Mantois,,bus
r10003678,C00740,22,22,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
,C00741,,26,,Mantois,,RD Mantois,,bus
r7304704,C00744,52,52,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9184388,C00747,L,L,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r10003789,C00748,81,81,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r10003838,C00749,82,82,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r15601505,C00749,41,82,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r15601507,C00749,43,82,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r15602429,C00749,44,82,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
,C00751,,109,,Mantois,,RD Mantois,,bus
,C00752,,110,,Mantois,,RD Mantois,,bus
r12462685,C00755,88,88A,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
,C00756,,90,,Mantois,,RD Mantois,,bus
r15706336,C00757,88B,88B,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
,C00758,,89,,Mantois,,RD Mantois,,bus
,C00760,,91,,Mantois,,RD Mantois,,bus
,C00761,,88C,,Mantois,,RD Mantois,,bus
,C01033,,75,,Mantois,,RD Mantois,,bus
r14556090,C01034,73,73,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
,C01035,,74,,Mantois,,RD Mantois,,bus
r14556740,C01036,72,72,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r8413449,C01428,40,40,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r8298486,C01600,C,C,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r8312254,C01601,D,D,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9232011,C01602,E,E,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r8408069,C01603,I,I,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9231914,C01604,Z,Z,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r8407357,C01605,K,K,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r8400479,C01606,M,M,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9254991,C01607,N,N,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r8405850,C01612,X,X,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r14511402,C01613,F,F,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r14511608,C01614,G,G,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9254889,C01796,2B,2B,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9254370,C01797,2A,2A,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
,C01798,,2C,,Mantois,,RD Mantois,,bus
r9173954,C01949,A,A,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
r9255049,C01979,R,R,Mantois,Mantois,RATP Cap Mantois,RD Mantois,bus,bus
,C02161,,71,,Mantois,,RD Mantois,,bus
,C02162,,76,,Mantois,,RD Mantois,,bus
,C02248,,EXP A14 B,,Mantois,,RD Mantois,,bus
,C02249,,EXP A14 M,,Mantois,,RD Mantois,,bus
,C02479,,EXTS,,Mantois,,RD Mantois,,bus
,C02480,,41,,Mantois,,RD Mantois,,bus
r7435393,C00084,7,7,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r8364981,C00085,8,8,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r5931547,C00547,10,10,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r3315943,C00548,12,12,Marne et Seine,Marne et Seine,Transdev Coteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r5931043,C00552,1,1,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r5931083,C00553,2,2,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r5931514,C00554,3,3,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r5931478,C00555,4,4,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r5930785,C00556,5,5,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r3638709,C00557,6,6,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r5973841,C00573,K,K,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r8165262,C00574,J1,J1,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r8165263,C00575,J2,J2,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r5739372,C00581,B,B,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r9172915,C00594,O1,O1,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r7011261,C00597,U,U,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r9173025,C01751,O2,O2,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
,C02111,,41,,Marne et Seine,,Transdev Côteaux de la Marne,,bus
,C02112,,42,,Marne et Seine,,Transdev Côteaux de la Marne,,bus
r12379748,C02351,51,51,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
,C02426,,21,,Marne et Seine,,Transdev Côteaux de la Marne,,bus
,C02427,,22,,Marne et Seine,,Transdev Côteaux de la Marne,,bus
,C02428,,71,,Marne et Seine,,Transdev Côteaux de la Marne,,bus
,C02429,,81,,Marne et Seine,,Transdev Côteaux de la Marne,,bus
,C02430,,82,,Marne et Seine,,Transdev Côteaux de la Marne,,bus
r16118277,C02456,9,9,Marne et Seine,Marne et Seine,Transdev Côteaux de la Marne,Transdev Côteaux de la Marne,bus,bus
r6991441,C00619,07,07,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6991440,C00620,12,12,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6116962,C00621,13,13,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6991442,C00622,04,04,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6116990,C00623,15,15,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6117019,C00625,21,21,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6120285,C00626,22,22,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r7003010,C00627,23,23,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6138428,C00628,25,25,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6144402,C00629,26,26,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6145087,C00630,29,29,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6994039,C00631,32,32,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r14396876,C00632,34,34,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r7224864,C00633,37,37,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6147928,C00634,42,42,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r14396875,C00635,43,43,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r7728420,C00636,44,44,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r14396877,C00638,24,24,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r14396874,C00903,06,06,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r14454155,C00911,14,14,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r7921048,C00943,57,57,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r14638022,C00945,60,60,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6147733,C01713,46,46,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r6101989,C01879,02,02,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r14396873,C02015,35,35,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r14396872,C02016,47,47,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r12399533,C02298,27,27,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r15691209,C02455,20a;20b;20c;20d;20e,20,Marne-la-Vallée,Marne-la-Vallée,Transdev Marne-la-Vallée,Transdev Marne-la-Vallée,bus,bus
r9241076,C00262,777,777,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r6957245,C00637,18,18E,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r8493727,C00661,Express20,20E,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
