ID_Line;ExternalCode_Line;Name_Line;ShortName_Line;TransportMode;TransportSubmode;OperatorRef;OperatorName;NetworkRef;NetworkName;ID_GroupOfLines;ShortName_GroupOfLines;Accessibility
C00189;014014001:1;1;1;bus;regionalBus;014;CIF;25;CIF;A00174;LA COURNEUVE (Place du 8 mai 1945) - MITRY-MORY (Villeparisis/Mitry le Neuf RER);0
C00214;014014043:43;43;43;bus;regionalBus;014;CIF;25;CIF;A00190;SEVRAN (Sevran Livry RER) - TREMBLAY-EN-FRANCE (Roissypôle RER);0
C00446;030030013:30-13;30-13;30-13;bus;localBus;030;CARS LACROIX;43;LACROIX;A00388;PISCOP - ST-BRICE-SOUS-FORET;0
C00241;014014106:R106;R106;R106;bus;;014;CIF;25;CIF;A00223;FOSSES (MAIRIE) - ROISSY-EN-FRANCE - MORTEFONTAINE (INSTITUT ST DOMINIQUE);0
C00220;014014050:50;50;50;bus;;014;CIF;25;CIF;A00196;VIARMES (ROUTE DE ROYAUMONT) - MORTEFONTAINE (Institut St-Dominique);0
C00235;014014910:R110;R110;R110;bus;;014;CIF;25;CIF;A00218;PUISEUX-EN-FRANCE - LOUVRES;0
C02165;014014115:115;11.5;11.5;bus;;014;CIF;;;A02246;GOUSSAINVILLE Les Noues RER D - GOUSSAINVILLE Les Coteaux - GOUSSAINVILLE Les Noues RER D;0
C01931;210677013:Ligne3:BoucledeChevry;Ligne 3 : Boucle de Chevry;Ligne 3 : Boucle de Chevry;bus;demandAndResponseBus;210;CARS MOREAU;;;A01836;TAD Bocage Gatinais;0
C00273;015015019:9;Express 9;9;bus;expressBus;015;CSO;31;CSO;A00256;POISSY (RER) - VERSAILLES (Europe);0
C00473;030195019:95-19;95-19;95-19;bus;regionalBus;030;CARS LACROIX;;;A00412;ARGENTEUIL (Gare) - ERMONT - MONTIGNY-LES-CORMEILLES - CERGY (Préfecture);0
C01807;100987796:N66;N66;N66;bus;nightBus;100;RATP;55;Noctilien;A02155;N66;0
C01800;014014003:3B;3B;3B;bus;;014;CIF;25;CIF;A00175;MITRY-MORY (Mitry-Claye RER) - COMPANS (Ecole Jean de la Fontaine);0
C00665;055055004:DM04;DM04;DM04;bus;;055;TRANSPORTS DANIEL MEYER;;;A00572;JUVISY-SUR-ORGE (GARE ROUTIERE) - GRIGNY (LA TREILLE);1
C01900;100100573:PTITBUS;LE P'TIT BUS DU PRE;PTITBUS;bus;;100;RATP;;;A01211;P'tit Bus du Pré;0
C00988;070070004:7004;7004 NAVETTE;7004;bus;regionalBus;070;CARS SOEUR;;;;;0
C02181;100100934:BUS-T2;BUS DE REMPLACEMENT DU T2;BUS-T2;bus;;100;RATP;;;;;0
C02180;100100933:BUS-T1;BUS-T1;BUS-T1;bus;;100;RATP;;;;;0
C01530;230410417:417;417;417;bus;regionalBus;230;SQYBUS;86;SQYBUS;A01370;TRAPPES (Trappes Gare) - ELANCOURT - PLAISIR - LA VERRIERE (La Verrière Gare);1
C02062;116193100:100C;100;100C;bus;expressBus;293;TRA;183;KMR 100 Chelles;A01418;193-100 : pôle à pôle Montfermeil/Clichy - Roissy CDG;0
C01866;014014224:24;24;24;bus;regionalBus;014;CIF;25;CIF;A02182;VILLEPARISIS (Maison des Associations) - ROISSYPOLE RER;0
C01668;230410457:457;457;457;bus;localBus;230;SQYBUS;86;SQYBUS;A00458;ST-REMY-LES-CHEVREUSE - MAGNY-LES-HAMEAUX;0
C01333;100100519:NEY-FLA;LA TRAVERSE NEY FLANDRE;NEY-FLA;bus;;100;RATP;68;RATP;A01202;519 (Traverse Ney - Flandre);1
C01340;100100544:AS-SURE;AS AUTOBUS SURESNOIS;AS-SURE;bus;;100;RATP;68;RATP;A01204;544 (AS);1
C01341;100100545:545;545;545;bus;;100;RATP;68;RATP;A01185;545 (SU Noisy le Sec);1
C01352;100100569:TIM;TIM;TIM;bus;;100;RATP;68;RATP;A01206;569 (TIM);1
C01326;100100485:485;485;485;bus;;100;RATP;68;RATP;A01772;485;1
C01327;100100488:488;488;488;bus;;100;RATP;68;RATP;A01774;488;1
C02128;097097035:35D;35D - ETOILE DE MORMANT;35D;bus;localBus;097;DARCHE GROS;122;Yerres;A00908;GUIGNES (EGLISE) - MORMANT (COLLEGE NICOLAS FOUQUET);0
C00535;230410448:448;448;448;bus;localBus;230;SQYBUS;86;SQYBUS;A00457;GUYANCOURT - GUYANCOURT (Etablissements scolaires);0
C02088;097097034:34B;34B - ETOILE DE ROZAY EN BRIE SUD;34B;bus;localBus;097;DARCHE GROS;122;Yerres;A00907;NANGIS (COLLEGE BARTHELEMY) - ROZAY-EN-BRIE (LYCEE LA TOUR DES DAMES);0
C01877;012012034:R6;R6;R6;bus;localBus;012;TRANSDEV IDF MONTESSON LES RABAUX;252;Résalys;A02185;SAINT-GERMAIN-EN-LAYE (RER) - SAINT-GERMAIN-EN-LAYE (Lycée De Vinci);0
C02077;097097031:31A;31A ETOILE DE FAREMOUTIERS;31A;bus;localBus;097;DARCHE GROS;99;TRAMY;A00904;BEAUTHEIL (EGLISE) - FAREMOUTIERS (COLLEGE LOUISE MICHEL);0
C01953;013013049:49;49;49;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A02189;LES-ESSARTS-LE-ROI - LA-QUEUE-LEZ-YVELINES;0
C01951;013013012:12;12;12;bus;expressBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A02187;RAMBOUILLET - SAINT-QUENTIN-EN-YVELINES (Gare);0
C01954;013013059:59;59;59;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;263;Rambouillet Interurbain;A02190;LE-PERRAY-EN-YVELINES - LES-ESSARTS-LE-ROI;0
C01984;005005038:38;38;38;bus;localBus;005;TRANSDEV IDF HOUDAN;915;Houdanais;A02202;CIVRY-LA-FORET - MONTFORT-L'AMAURY;0
C01634;800:N130;N130;N130;bus;nightBus;800;SNCF;55;Noctilien;A01483;N130 - NOCTILIEN - Paris Gare de l'Est - Chessy Gare RER;1
C01845;800:N;N Bus;N Bus;bus;;800;SNCF;97;TRAIN;A01847;Gare Montparnasse / Gare Montparnasse Vaugirard - Chartres / Dreux / Evreux;0
C01855;800:TER;TER Bourgogne Bus;TER Bourgogne Bus;bus;;800;SNCF;93;TER;A02171;TER Bourgogne;0
C01595;293193644:644;644;644;bus;localBus;293;TRA;184;Seine-Saint-Denis;A01442;VAUJOURS (College Henri IV) - LE RAINCY (Etablissement Scolaire A. Schweitzer);0
C01652;006006019:S2;S2 Scolaire - Lycée Camille Claudel;S2;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A00069;PALAISEAU (RER LOZERE) - PALAISEAU (RER);0
C01654;006006019:S4;S4 Scolaire - Collège Jules Verne;S4;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A00069;PALAISEAU (RER LOZERE) - PALAISEAU (RER);0
C01657;020149008:18;18;18;bus;localBus;020;BIEVRE BUS MOBILITES;58;Paladin;A00324;ANTONY (RER) - VERRIERES-LE-BUISSON (MAIRIE DE VERRIERES LE BUISSON);0
C00317;016248025:H;H;H;bus;localBus;016;TVO;13;Bus en Seine;A00285;BEZONS (Plateau) - SARTROUVILLE (Gare de Sartrouville/GARE DE HOUILLES);1
C01591;293193637:637;637;637;bus;localBus;293;TRA;184;Seine-Saint-Denis;A01438;AULNAY-SOUS-BOIS (Gare R.E.R.) - AULNAY-SOUS-BOIS (Gare R.E.R.);0
C01787;025195031:95-31;95-31;95-31;bus;localBus;025;CEOBUS;16;Busval d'Oise;A02143;Marines (Ces Hautiers) - Arronville;0
C01832;111591203:C;C;C;bus;localBus;111;MOBICITE;885;Paris-Saclay;A01781;ABCDE;0
C01850;810:B;B;B;bus;;100;RATP;71;RER;A01857;Aéroport CDG 2 / Mitry Claye - Robinson / St-Rémy lès Chevreuse;0
C01745;800:TER;TER Bourgogne;TER Bourgogne;rail;;800;SNCF;93;TER;A02171;TER Bourgogne;0
C02149;019248007:B;B;B;bus;regionalBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;13;Bus en Seine;A00312;SARTROUVILLE (Gare RER/SNCF) - ST-GERMAIN-EN-LAYE (Château);1
C02147;019248007:S7;S7;S7;bus;localBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;13;Bus en Seine;A00312;SARTROUVILLE (Gare RER/SNCF) - ST-GERMAIN-EN-LAYE (Château);1
C00138;011011512:512;512;512;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00130;AUBERGENVILLE (D113) - ST-GERMAIN-EN-LAYE (Lycée international);0
C02194;065487110:61A;61A;61A;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00742;COMBS-LA-VILLE (GARE RER) - MELUN (BOULEVARD GAMBETTA);0
C02021;024024208:208;208;208;bus;regionalBus;024;KEOLIS SEINE ESSONNE;1045;Trans'Essonne;A02239;Ormoy Echarcon - Champcueil Auvernaux;0
C01646;800:N145;N145;N145;bus;nightBus;800;SNCF;55;Noctilien;A01493;N145 - NOCTILIEN - Paris Montparnasse - Rambouillet;1
C01405;100987765:N45;N45;N45;bus;nightBus;100;RATP;55;Noctilien;A01256;N45;0
C01748;800:TER;TER Haute-Normandie (1);TER Haute-Normandie (1);rail;;800;SNCF;93;TER;A02174;TER Haute-Normandie (1);0
C01384;100110014:14;14;14;metro;;100;RATP;47;METRO;A01547;14;1
C01743;810:B;B;B;rail;;100;RATP;;;A01857;Aéroport CDG 2 / Mitry Claye - Robinson / St-Rémy lès Chevreuse;0
C01577;293193605:605;605;605;bus;localBus;293;TRA;184;Seine-Saint-Denis;A01423;AULNAY-SOUS-BOIS (Gare R.E.R.) - LE RAINCY (LE Raincy Villemomble Montfermeil RER);0
C01573;293193601:601;601;601;bus;regionalBus;293;TRA;184;Seine-Saint-Denis;A01419;LE RAINCY (Le Raincy Villemomble Montfermeil RER) - MONTFERMEIL (Montfermeil Hôpital);0
C01493;213327038:38;38;38;bus;localBus;213;TRANSDEV IDF NANTERRE;741;Scolaire Est Yvelines;A01333;LOUVECIENNES (GARE SNCF) - RUEIL-MALMAISON (DANIELOU);0
C01492;213213040:40;40;40;bus;localBus;213;TRANSDEV IDF NANTERRE;741;Scolaire Est Yvelines;A01332;SURESNES (POMPIDOU) - RUEIL-MALMAISON (DANIELOU);0
C01575;293193603:603;603;603;bus;localBus;293;TRA;184;Seine-Saint-Denis;A01421;LE RAINCY (Le Raincy Villemomble Montfermeil RER) - COUBRON (Corot);0
C01498;227227003:227-03;227-03;227-03;bus;localBus;227;ORGEBUS;56;Orgebus;A01339;BRETIGNY-SUR-ORGE (Gare Place) - LE PLESSIS-PATE (Mairie);1
C01580;293193610:610;610;610;bus;localBus;293;TRA;184;Seine-Saint-Denis;A01426;LA COURNEUVE (8 mai 1945) - SEVRAN (Sevran-Beaudottes RER);1
C01585;293193617:617;617;617;bus;regionalBus;293;TRA;184;Seine-Saint-Denis;A01431;AULNAY-SOUS-BOIS (Gare R.E.R.) - VILLEPINTE (RER);1
C01583;293193615:615;615;615;bus;regionalBus;293;TRA;184;Seine-Saint-Denis;A01429;VILLEPINTE (Gare R.E.R.) - BOBIGNY (Pablo Picasso);0
C01494;214214001:SAMOIS;SAMOIS;SAMOIS;bus;;214;CARS LOSAY;45;LOSAY VOYAGES;A01334;SAMOIS-SUR-SEINE;0
C02107;097097037:37A;37A- OZOUER LE VOULGIS CHAMPDEUIL MELUN;37A;bus;localBus;097;DARCHE GROS;122;Yerres;A00909;MELUN (place de l'ermitage/gare sncf) - OZOUER-LE-VOULGIS (les Etards);0
C02094;097097002:02B;02B - COULOMMIERS VILLENEUVE-LE-COMTE;02B;bus;localBus;097;DARCHE GROS;99;TRAMY;A00890;VILLENEUVE-LE-COMTE (MAIRIE) - COULOMMIERS (CITE SCOLAIRE);0
C02095;097097002:02C;02C - COULOMMIERS VILLENEUVE-LE-COMTE;02C;bus;localBus;097;DARCHE GROS;99;TRAMY;A00890;VILLENEUVE-LE-COMTE (MAIRIE) - COULOMMIERS (CITE SCOLAIRE);0
C02116;097097009:09A;09A - REBAIS COULOMMIERS;09A;bus;localBus;097;DARCHE GROS;99;TRAMY;A00892;REBAIS (COLLEGE JACQUES PREVERT) - COULOMMIERS (CITE SCOLAIRE);0
C02119;097097009:09M;09M - REBAIS COULOMMIERS;09M;bus;localBus;097;DARCHE GROS;99;TRAMY;A00892;REBAIS (COLLEGE JACQUES PREVERT) - COULOMMIERS (CITE SCOLAIRE);0
C02005;030030003:30-03;30-03 Franconville;30-03;bus;localBus;030;CARS LACROIX;113;ValBus;A00380;FRANCONVILLE (GARE) - FRANCONVILLE (GARE);0
C02100;045045022:R1;R1;R1;bus;localBus;045;STRAV;121;VyBus;A00497;YERRES (LETHUMIERE) - BRUNOY (L.TALMA);0
C01727;800:C;C;C;rail;;800;SNCF;71;RER;A01840;Pontoise / Versailles R. Gauche / St-Quentin en Y. - Versailles Ch. / Dourdan la F. / St-Martin d'E.;0
C01857;800:TER;TER Centre (2);TER Centre (2);rail;;800;SNCF;93;TER;A02179;TER Centre (2);0
C01904;333591008:Ligne7;Ligne 7;Ligne 7;bus;;;;;;A01788;L;0
C00046;004004019:60;60;60;bus;expressBus;004;KEOLIS VELIZY;65;Phébus;A00044;Velizy Villacoublay (Résidence Europe) - Massy (Gare);1
C00764;059440035:35;35;35;bus;regionalBus;059;STIVO;90;STIVO;A00657;CERGY (Gare) - PONTOISE (Général de Gaulle);0
C00762;059440030:30;30;30;bus;localBus;059;STIVO;90;STIVO;A00655;PONTOISE - CERGY;0
C01661;046146071:D;D;D;bus;;046;KVO;14;Bus Haut Val d'Oise;A01725;PERSAN (GARE SNCF) - NOINTEL (GARE SNCF);0
C01318;100100393:393;393;393;bus;highFrequencyBus;100;RATP;;;A01178;393;1
C01365;100100589:TUVIM;TUVIM;TUVIM;bus;;100;RATP;68;RATP;A01227;589 (TUVIM);1
C01533;230410444:444;444;444;bus;localBus;230;SQYBUS;86;SQYBUS;;;1
C01386;100110103:3B;3B;3B;metro;;100;RATP;47;METRO;A01549;3 Bis;0
C01117;100100085:85;85;85;bus;;100;RATP;68;RATP;A00971;85;1
C01120;100100088:88;88;88;bus;;100;RATP;68;RATP;A00974;88;1
C00392;024309305:305;305;305;bus;localBus;024;KEOLIS SEINE ESSONNE;75;Seine Essonne Bus;A00349;CORBEIL-ESSONNES (Gare SNCF) - SOISY-SUR-SEINE (Notre-Dame République);0
C00391;024309314:314;314;314;bus;localBus;024;KEOLIS SEINE ESSONNE;75;Seine Essonne Bus;A00350;VERT-LE-PETIT (PLACE DUQUESNE) - CORBEIL-ESSONNES (GARE);0
C00389;024309313:313;313;313;bus;localBus;024;KEOLIS SEINE ESSONNE;75;Seine Essonne Bus;A00348;CORBEIL-ESSONNES (GARE) - CORBEIL-ESSONNES (GARE-MOULIN GALANT);0
C00380;024024006:24-06;24-06;24-06;bus;localBus;024;KEOLIS SEINE ESSONNE;1045;Trans'Essonne;A00340;SAINTRY-SUR-SEINE (ENTREE) - EVRY (LYCEE);0
C00213;014014039:39;39;39;bus;regionalBus;014;CIF;25;CIF;A00189;VILLEPINTE (VERT GALANT RER) - TREMBLAY-EN-FRANCE (Roissypôle RER);0
C00221;014014071:71;71;71;bus;;014;CIF;25;CIF;A00198;MITRY-MORY (GARE DE VILLEPARISIS) - MITRY-MORY (VILLEPARISIS MITRY LE NEUF RER);0
C01622;400400407:407;407;407;bus;;400;TICE;94;TICE;A01472;EVRY (Les Aunettes) - RIS-ORANGIS (Gare Val de Ris RER);1
C02033;014014049:49;49;49;bus;;014;CIF;25;CIF;A02251;Noisy-sur-Oise - Collège A. de Noailles / Lycée;0
C00219;014014048:R48;R48;R48;bus;;014;CIF;25;CIF;A00195;FOSSES (Lycée) - FONTENAY-EN-PARISIS;0
C02081;100100559:559C;LIGNE BLEUE;559C;bus;;100;RATP;68;RATP;A01229;559 - Ligne bleue;0
C01749;100100572:MONAST;MONASTERE;MONAST;bus;;100;RATP;68;RATP;A01797;Monastère;1
C01735;046146073:DIM;DIM;DIM;bus;;046;KVO;14;Bus Haut Val d'Oise;A01768;?;0
C01808;100100254:254;254;254;bus;;100;RATP;68;RATP;A01104;254;1
C01620;400400405:405;405;405;bus;;400;TICE;;;A01470;RIS-ORANGIS (BOIS DE L'EPINE RER) - CORBEIL-ESSONNES (HOPITAL);1
C00668;055055006:DM06B;DM06 B;DM06 B;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00574;STE-GENEVIEVE-DES-BOIS (GARE RER) - VILLIERS-SUR-ORGE (La Seigneurie);0
C00672;055055010:DM10A;DM10 A;DM10 A;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00578;ORSAY (RER) - LES ULIS - MARCOUSSIS (Zi Fond des Prés);0
C00673;055055010:DM10S;DM10 S;DM10 S;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00578;ORSAY (RER) - LES ULIS - MARCOUSSIS (Zi Fond des Prés);0
C00670;055055008:DM08;DM08;DM08;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00576;VILLEJUIF (LOUIS ARAGON) - MORSANG-SUR-ORGE (LIBERATION);1
C00217;014014046:46;46;46;bus;;014;CIF;25;CIF;A00193;NOISY-SUR-OISE (PLACE GAMBETTA) - LE PLESSIS-GASSOT (BLANCS MANTEAUX);0
C00711;056356026:E;E;E;bus;;056;KEOLIS VERSAILLES;65;Phébus;A00619;VERSAILLES (Lycée Jules Ferry) - VERSAILLES (Picardie);1
C00230;014014903:R3;R3;R3;bus;;014;CIF;25;CIF;A00213;FOSSES (RER) - MARLY-LA-VILLE (Central Space Bat C);0
C00224;014014099:Gbus;G'bus;G'bus;bus;;014;CIF;25;CIF;A00201;GOUSSAINVILLE (RER) - GOUSSAINVILLE (RER);0
C00215;014014044:44;44;44;bus;;014;CIF;25;CIF;A00191;SEVRAN - AULNAY-SOUS-BOIS - SEVRAN;0
C00218;014014047:47;47;47;bus;;014;CIF;25;CIF;A00194;LUZARCHES - GOUSSAINVILLE;0
C00229;014014902:R2;R2;R2;bus;regionalBus;014;CIF;25;CIF;A00212;FOSSES (mairie annexe) - MORTEFONTAINE (institut Saint_Dominique);0
C00481;030595045:CitéValS;CitéVal Sud Herblay;CitéVal S;bus;localBus;030;CARS LACROIX;43;LACROIX;A00416;Citébus;0
C00536;230410449:449;449;449;bus;localBus;230;SQYBUS;86;SQYBUS;A00457;GUYANCOURT - GUYANCOURT (Etablissements scolaires);0
C00538;230410451:451;451;451;bus;localBus;230;SQYBUS;86;SQYBUS;A00457;GUYANCOURT - GUYANCOURT (Etablissements scolaires);0
C00228;014014901:R1;R1;R1;bus;regionalBus;014;CIF;25;CIF;A00211;LOUVRES (GARE RER) - FOSSES (GARE RER);0
C00244;014014109:R109;R109;R109;bus;;014;CIF;25;CIF;A00223;FOSSES (MAIRIE) - ROISSY-EN-FRANCE - MORTEFONTAINE (INSTITUT ST DOMINIQUE);0
C00239;014014104:R104;R104;R104;bus;;014;CIF;25;CIF;A00222;MAREIL-EN-FRANCE - GOUSSAINVILLE - LOUVRES - MORTEFONTAINE (hors IDF);0
C00240;014014105:R105;R105;R105;bus;;014;CIF;25;CIF;A00222;MAREIL-EN-FRANCE - GOUSSAINVILLE - LOUVRES - MORTEFONTAINE (hors IDF);0
C02082;100100559:559D;LIGNE BLEUE;559D;bus;;100;RATP;68;RATP;A01229;559 - Ligne bleue;0
C00233;014014906:R6;R6;R6;bus;;014;CIF;25;CIF;A00216;LOUVRES (RER) - LOUVRES (RER);0
C00718;056356106:HEx;H Express;HEx;bus;;056;KEOLIS VERSAILLES;65;Phébus;A00602;LA CELLE-ST-CLOUD (Gare S.N.C.F.) - LE CHESNAY - VERSAILLES (Gare Rive Gauche);1
C00980;068913011:4;4 - Saint Pierre;4;bus;;068;ORMONT TRANSPORT;57;ORMONT TRANSPORT;A00845;ETAMPES (HOPITAL) - ETAMPES (QUARTIER ST PIERRE);0
C01625;400400412:412;412;412;bus;;400;TICE;94;TICE;A01475;LE COUDRAY-MONTCEAUX (G. d'Estrées) - LE COUDRAY-MONTCEAUX (Libellules);0
C01526;230410422:422;422;422;bus;;230;SQYBUS;86;SQYBUS;A01366;LA VERRIERE (SNCF) - ELANCOURT (France MINIATURE);0
C01367;100100593:V6;V6;V6;bus;;100;RATP;68;RATP;A01240;593 (Valouette V6);1
C01361;100100583:V2;V2;V2;bus;;100;RATP;68;RATP;A01554;583 (Valouette v2);1
C02193;065487060:63;63;63;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00738;SAVIGNY-LE-TEMPLE (Les Ormes/Médiathèque/Savigny Gare RER) - VOISENON (Collège/Sonia Delaunay);0
C02158;063063011:11CC;SHOP'BUS 11CC;11CC;bus;localBus;063;TRANSDEV IDF ST FARGEAU PONTHIERRY;123;Réseau du Canton de Perthes;A00690;ST-FARGEAU-PONTHIERRY (FERCOT) - MELUN (3 HORLOGES);0
C02157;063063009:109;109;109;bus;localBus;063;TRANSDEV IDF ST FARGEAU PONTHIERRY;123;Réseau du Canton de Perthes;A00689;ARBONNE-LA-FORET (CORNEBICHE) - MELUN (GARE);0
C02195;097097029:29B;29B - COULOMMIERS LA FERTE GAUCHER CES;29B;bus;localBus;097;DARCHE GROS;99;TRAMY;A00902;COULOMMIERS (GAMBETTA) - LA FERTE-GAUCHER (COLLEGE JEAN CAMPIN);0
C02152;019248012:P;P;P;bus;localBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;13;Bus en Seine;A02262;HOUILLES-CARRIERES (RER) - CHATOU (MAYOLY);0
C02186;013013006:63;63;63;bus;localBus;013;TRANSDEV IDF RAMBOUILLET;1027;Dourdanais;A00152;DOURDAN (LA FORET) - LIMOURS (MONUMENT);0
C00914;067067019:19;19;19;bus;regionalBus;067;MARNE ET MORIN;60;Pays Créçois;A00782;MEAUX - CHESSY - SERRIS (R.E.R.);0
C02022;024024227:227;227;227;bus;localBus;024;KEOLIS SEINE ESSONNE;1045;Trans'Essonne;A02242;Mennecy - Ormoy;0
C01853;800:E;E;E;bus;;800;SNCF;71;RER;A01843;Haussmann Saint-Lazare - Chelles Gournay / Tournan;0
C02016;051051047:47;47;47;bus;;051;AMV;64;Pep's;A02253;CHESSY RER - SERRIS VILLAGES NATURE;0
C00808;063063011:11GARE;11 GARE;11 GARE;bus;localBus;063;TRANSDEV IDF ST FARGEAU PONTHIERRY;123;Réseau du Canton de Perthes;A00690;ST-FARGEAU-PONTHIERRY (FERCOT) - MELUN (3 HORLOGES);0
C02148;019248007:S1;S1;S1;bus;localBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;13;Bus en Seine;A00312;SARTROUVILLE (Gare RER/SNCF) - ST-GERMAIN-EN-LAYE (Château);1
C02154;097097041:41B;41B - FERTE-SOUS-JOUARRE COULOMMIERS;41B;bus;localBus;097;DARCHE GROS;63;Pays Fertois;A00913;LA FERTE-SOUS-JOUARRE (gare SNCF) - COULOMMIERS (GARE SNCF);0
C02118;097097009:09C;09C - REBAIS COULOMMIERS;09C;bus;localBus;097;DARCHE GROS;99;TRAMY;A00892;REBAIS (COLLEGE JACQUES PREVERT) - COULOMMIERS (CITE SCOLAIRE);0
C02145;019248002:S3;S3;S3;bus;localBus;019;TRANSDEV IDF MONTESSON LA BOUCLE;13;Bus en Seine;A00308;CHATOU (Gare RER) - CHATOU (Gare RER);0
C02006;030030049:30-49;30-49 Franconville;30-49;bus;localBus;030;CARS LACROIX;59;Parisis;A02192;FRANCONVILLE (GARE) - FRANCONVILLE (GARE);1
C00741;057057026:26;26;26;bus;localBus;057;CTVMI;26;Com'Bus;A01463;MAGNANVILLE (parking lycee) - MANTES-LA-JOLIE (st exupery);0
C01847;800:L;L Bus;L Bus;bus;;800;SNCF;97;TRAIN;A02176;Gare St-Lazare - Versailles R. Droite / Cergy Le Haut / Noisy le-Roi / St-Germain-en-Laye GC;0
C01858;800:TER;TER Centre (2);TER Centre (2);bus;;800;SNCF;93;TER;A02179;TER Centre (2);0
C01905;333591005:Ligne8;Ligne 8;Ligne 8;bus;;;;;;A01786;I;0
C01950;227227002:227-02;227-02;227-02;bus;localBus;227;ORGEBUS;56;Orgebus;A01338;BRETIGNY-SUR-ORGE (Breche aux loups) - BRETIGNY-SUR-ORGE (Bois de Vetille);1
C01768;011011017:17S;17S;17S;bus;localBus;011;TRANSDEV IDF ECQUEVILLY;211;Val de Seine;A00105;MAULE (GARE SNCF) - VERSAILLES (GARE RIVE DROITE);0
C01644;800:N143;N143;N143;bus;nightBus;800;SNCF;55;Noctilien;A01491;N143 - NOCTILIEN - Paris Gare de l'Est - Tremblay-En-France (Aeroport CDG);1
C01884;293193611:611;611;611;bus;localBus;293;TRA;184;Seine-Saint-Denis;A02183;LA COURNEUVE (Métro) - DRANCY (Cité Gagarine);0
C01635;800:N151;N151;N151;bus;nightBus;800;SNCF;55;Noctilien;A01484;N151 - NOCTILIEN - Paris Gare St-Lazare - Mantes-la-Jolie;1
C01788;025195032:95-32;95-32;95-32;bus;localBus;025;CEOBUS;16;Busval d'Oise;A02144;Marines (Ces Hautiers) - Berville;0
C01833;111591204:D;D;D;bus;localBus;111;MOBICITE;885;Paris-Saclay;A01781;ABCDE;0
C01834;111591205:E;E;E;bus;localBus;111;MOBICITE;885;Paris-Saclay;A01781;ABCDE;0
C01837;111591207:J;J;J;bus;localBus;111;MOBICITE;885;Paris-Saclay;A01782;J;0
C01733;027027019:TG;TG;TG;bus;;027;CARS HOURTOULE;39;HOURTOULE;A00369;THIVERVAL-GRIGNON (château campus) - PLAISIR (plaisir grignon);0
C00351;021021100:Inter-Val;Inter-Vals;Inter-Val;bus;regionalBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00330;DRAVEIL - VILLENEUVE-ST-GEORGES;0
C00265;014195002:95-02;95-02;95-02;bus;regionalBus;014;CIF;16;Busval d'Oise;A00243;MONTMORENCY (MAIRIE) - TREMBLAY-EN-FRANCE (ROISSYPOLE RER);0
C00443;030030010:30-10;30-10;30-10;bus;localBus;030;CARS LACROIX;59;Parisis;A00385;BEAUCHAMP (Gare) - TAVERNY (Gare);1
C01398;100987757:N34;N34;N34;bus;nightBus;100;RATP;55;Noctilien;A01249;N34;1
C00700;056356011:P;P;P;bus;;056;KEOLIS VERSAILLES;65;Phébus;A00605;VERSAILLES (Gare des Chantiers) - VERSAILLES (Gare de Saint-Cyr-l'Ecole);0
C00692;056356001:A;A;A;bus;;056;KEOLIS VERSAILLES;65;Phébus;A00597;VERSAILLES (Satory) - LE CHESNAY (Hôpital A. Mignot);1
C00709;056356022:O;O;O;bus;;056;KEOLIS VERSAILLES;65;Phébus;A00615;VERSAILLES (Pershing) - VERSAILLES (Stade de Porchefontaine);1
C00695;056356004:D;D;D;bus;;056;KEOLIS VERSAILLES;65;Phébus;A00600;VERSAILLES (Gare Rive Gauche) - VIROFLAY (Gare Rive Gauche);1
C00257;014077751:751;751;751;bus;;014;CIF;38;Goëlys;A00236;ST-MARD (CES Brassens) - ST-MARD (CES Brassens);0
C01127;100100096:96;96;96;bus;;100;RATP;68;RATP;A00981;96;1
