,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_stop_name,gtfs_stop_lat,gtfs_stop_lon,gtfs_wheelchair_boarding,gtfs_dest_name,gtfs_route_short_name,gtfs_agency_name,osm_network,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_name,osm_code,osm_lat,osm_route_id,osm_line_id,osm_osm:ref:FR:STIF:stop_id,osm_stop_id,osm_osm:ref:FR:STIF,osm_lon,osm_destination,destination_confidence,line_code_confidence,line_code_confidence_rounded,name_confidence,name_confidence_rounded,name_confidence_lower,name_confidence_lower_rounded,distance
2116,StopPoint:21:395,011011071:71,32661,Tuilerie,48.852182,2.046903,,LYCEE PIERRE CORNEILLE,71,Transdev Ile-de-France Ecquevilly,Plaine de Versailles,011011071:71,Tuilerie,71,48.8522737,Route:Relation:8063061,Line:Relation:8063062,StopPoint:23:813;StopPoint:21:395,StopPoint:Node:5404137370,32661,2.0450616999999998,Lycée Pierre Corneille (La Celle-Saint-Cloud),0.6268656716417911,1.0,100.0,1.0,100.0,1.0,100.0,135.51359420315933
2117,StopPoint:21:398,011011071:71,32664,Tuilerie Bignon,48.852962,2.041303,,LYCEE PIERRE CORNEILLE,71,Transdev Ile-de-France Ecquevilly,Plaine de Versailles,011011071:71,Tuilerie Bignon,71,48.8527041,Route:Relation:8063061,Line:Relation:8063062,StopPoint:21:399;StopPoint:23:811,StopPoint:Node:5404112407,32664,2.0424389,Lycée Pierre Corneille (La Celle-Saint-Cloud),0.6268656716417911,1.0,100.0,1.0,100.0,1.0,100.0,88.15622646656507
2120,StopPoint:21:395,011011170:170,32661,Tuilerie,48.852182,2.046903,,Croix Marie,170,Transdev Ile-de-France Ecquevilly,Plaine de Versailles,011011170:170,Tuilerie,170,48.8522737,Route:Relation:8060912,Line:Relation:8060915,StopPoint:23:813;StopPoint:21:395,StopPoint:Node:5404137370,32661,2.0450616999999998,Croix Marie (Crespières),0.6285714285714286,1.0,100.0,1.0,100.0,1.0,100.0,135.51359420315933
2122,StopPoint:21:1003,011011320:7,40453,P. LE FAUCHEUX,48.98353,1.915375,,GARE DES MUREAUX,7,BUS O' Mureaux,Bus O'Mureaux,011011320:7,Pierre Lefaucheux,7,48.984465799999995,Route:Relation:8397960,Line:Relation:8397961,StopPoint:21:1003,StopPoint:Node:5706334435,40453,1.9151521999999999,Gare des Mureaux,1.0,1.0,100.0,0.1935483870967742,20.0,0.7741935483870968,80.0,105.33976492731685
2123,StopPoint:21:1009,011011320:7,40452,P. LE FAUCHEUX,48.983584,1.915457,,Chopin,7,BUS O' Mureaux,Bus O'Mureaux,011011320:7,Pierre Lefaucheux,7,48.984459,Route:Relation:8397959,Line:Relation:8397961,StopPoint:21:1009,StopPoint:Node:5706334427,40452,1.9149817,Chopin,1.0,1.0,100.0,0.1935483870967742,20.0,0.7741935483870968,80.0,103.34029764264997
2125,StopPoint:21:444,011011320:7,17593,CC Bougimonts,48.985435,1.912068,,GARE DES MUREAUX,7,BUS O' Mureaux,Bus O'Mureaux,011011320:7,Centre Commercial Bougimont,7,48.986457599999994,Route:Relation:8397960,Line:Relation:8397961,StopPoint:21:444,StopPoint:Node:5706334433,17593,1.9122599999999998,Gare des Mureaux,1.0,1.0,100.0,0.6,60.0,0.6,60.0,114.58778012544455
2126,StopPoint:21:450,011011320:7,32699,Bougimonts,48.987408,1.914279,,Chopin,7,BUS O' Mureaux,Bus O'Mureaux,011011320:7,Bougimonts,7,48.985927499999995,Route:Relation:8397959,Line:Relation:8397961,StopPoint:21:450,StopPoint:Node:5706334428,32699,1.9141561999999999,Chopin,1.0,1.0,100.0,1.0,100.0,1.0,100.0,164.8907726992817
2145,StopPoint:21:526,011011320:7,32748,MARYSE BASTIE,48.980015,1.916498,,GARE DES MUREAUX,7,BUS O' Mureaux,Bus O'Mureaux,011011320:7,Maryse Bastié,7,48.979376699999996,Route:Relation:8397960,Line:Relation:8397961,StopPoint:21:526,StopPoint:Node:5706334437,32748,1.9176697999999999,Gare des Mureaux,1.0,1.0,100.0,0.23076923076923078,20.0,0.9230769230769231,90.0,111.3402371260495
2146,StopPoint:21:530,011011320:7,411942,MOLIERE,48.98243,1.916028,,Chopin,7,BUS O' Mureaux,Bus O'Mureaux,011011320:7,Molière,7,48.981481699999996,Route:Relation:8397959,Line:Relation:8397961,StopPoint:21:530,StopPoint:Node:5706334426,411942,1.9159446,Chopin,1.0,1.0,100.0,0.14285714285714285,10.0,0.8571428571428571,90.0,105.63640612308346
2379,StopPoint:15:243,012012016:16,34602,Technoparc,48.949796,2.060476,,Gare de St-Quentin-en-Yvelines,16,Transdev Ile-de-France Montesson Les Rabaux,Transdev Île-de-France Montesson Les Rabaux,012012016:16,Technoparc,16,48.9504284,Route:Relation:8238608,Line:Relation:8184117,StopPoint:15:243,StopPoint:Node:5573313821,34602,2.0602821,Gare de Saint-Quentin-en-Yvelines - Gare Routière Delouvrier,0.6666666666666666,1.0,100.0,1.0,100.0,1.0,100.0,71.74809112469538
2384,StopPoint:15:284,012012016:16,34633,Gare Place Romagné,48.997255,2.09819,,Gare de St-Quentin-en-Yvelines,16,Transdev Ile-de-France Montesson Les Rabaux,Transdev Île-de-France Montesson Les Rabaux,012012016:16,Gare Place Romagné,16,48.9977297,Route:Relation:8238608,Line:Relation:8184117,StopPoint:15:284,StopPoint:Node:5573309319,34633,2.0993313,Gare de Saint-Quentin-en-Yvelines - Gare Routière Delouvrier,0.6666666666666666,1.0,100.0,1.0,100.0,1.0,100.0,98.8013000956517
2387,StopPoint:15:284,012012016:16,34633,Gare Place Romagné,48.997255,2.09819,,Gare de Cergy Préfecture,16,Transdev Ile-de-France Montesson Les Rabaux,Transdev Île-de-France Montesson Les Rabaux,012012016:16,Gare Place Romagné,16,48.9977297,Route:Relation:8238609,Line:Relation:8184117,StopPoint:15:284,StopPoint:Node:5573309319,34633,2.0993313,Cergy Préfecture Gare RER A,0.6274509803921569,1.0,100.0,1.0,100.0,1.0,100.0,98.8013000956517
2432,StopPoint:15:105,012012018:18S,32300,Ancienne Mairie,48.879404,2.108898,,Jean Moulin,18S,Entre Seine et Forêt,Entre Seine et Forêt,012012018:18S,Ancienne Mairie,18S,48.8787393,Route:Relation:8140258,Line:Relation:8268259,StopPoint:15:105,StopPoint:Node:5595097272,32300,2.1085108999999997,Jean Moulin,1.0,1.0,100.0,1.0,100.0,1.0,100.0,79.18510391711615
2467,StopPoint:15:193,012012034:R6,34573,Galliéni,48.896978,2.0801,0,Gare de St-Germain-En-Laye,R6,Resalys,Resalys,012012034:R6,Gallieni,R6,48.896425,Route:Relation:8412058,Line:Relation:8412060,StopPoint:15:193,StopPoint:Node:5722098862,34573,2.0806078,Gare de Saint-Germain en Laye,0.8727272727272727,1.0,100.0,0.875,90.0,0.875,90.0,71.89100249335652
2468,StopPoint:15:196,012012034:R6,34574,Caraman,48.895527,2.078417,,Lycée de Vinci,R6,Resalys,Resalys,012012034:R6,Caraman,R6,48.8950813,Route:Relation:8412059,Line:Relation:8412060,StopPoint:15:196,StopPoint:Node:5722098872,34574,2.0794045999999997,Lycée de Vinci,1.0,1.0,100.0,1.0,100.0,1.0,100.0,87.7540054376548
2470,StopPoint:15:198,012012034:R6,34576,Boufflers,48.896979,2.076352,,Lycée de Vinci,R6,Resalys,Resalys,012012034:R6,Boufflers,R6,48.897158399999995,Route:Relation:8412059,Line:Relation:8412060,StopPoint:15:198,StopPoint:Node:536473651,34576,2.0749344,Lycée de Vinci,1.0,1.0,100.0,1.0,100.0,1.0,100.0,105.83926677428398
2471,StopPoint:15:199,012012034:R6,34577,Boufflers,48.896835,2.076325,,Gare de St-Germain-En-Laye,R6,Resalys,Resalys,012012034:R6,Boufflers,R6,48.897107299999995,Route:Relation:8412058,Line:Relation:8412060,StopPoint:15:199,StopPoint:Node:536473646,34577,2.0746378,Gare de Saint-Germain en Laye,0.8727272727272727,1.0,100.0,1.0,100.0,1.0,100.0,127.36219113057749
2603,StopPoint:25:4,013013101:B,31198,Métairie,48.62167,1.825156,,Métairie,B,rbus,Rambouillet urbain,013013101:B,Métairie,B,48.6223652,Route:Relation:7168821,Line:Relation:7920961,StopPoint:25:4,StopPoint:Node:4405034748,31198,1.8262973,Metairie,0.875,1.0,100.0,1.0,100.0,1.0,100.0,114.26387113452883
2701,StopPoint:7:10515,014014001:1,39209,Cottages,48.966714,2.56845,,Le Blanc Mesnil RER B,1,CIF,Les Courriers de l'Île-de-France,014014001:1,Cottages,1,48.964942799999996,Route:Relation:6158846,Line:Relation:6158847,StopPoint:7:10515,StopPoint:Node:5547928816,39209,2.5695962,Le Blanc Mesnil,0.8333333333333334,1.0,100.0,1.0,100.0,1.0,100.0,214.10811553628537
2754,StopPoint:8:30109,014014011:11,38470,Croix Buard,48.966234,2.409218,,Victor Basch,11,CIF,Les Courriers de l'Île-de-France,014014011:11,Croix Buard,11,48.9656865,Route:Relation:1103964,Line:Relation:107354,StopPoint:59:6673056,StopPoint:Node:2752181469,38470,2.4084228,Victor Basch Goussainville,0.631578947368421,1.0,100.0,1.0,100.0,1.0,100.0,84.24650101106201
2777,StopPoint:8:30185,014014011:11,37990,École Gabriel péri,49.037832,2.467995,,Victor Basch,11,CIF,Les Courriers de l'Île-de-France,014014011:11,École Gabriel Péri,11,49.0383815,Route:Relation:1103964,Line:Relation:107354,StopPoint:88:844;StopPoint:8:30185,StopPoint:Node:345242675,37990,2.4674704,Victor Basch Goussainville,0.631578947368421,1.0,100.0,0.9444444444444444,90.0,1.0,100.0,72.15041459054191
2789,StopPoint:8:30218,014014011:11,38797,Le Moulin,49.011561,2.472218,,Victor Basch,11,CIF,Les Courriers de l'Île-de-France,014014011:11,Le Moulin,11,49.0099568,Route:Relation:1103964,Line:Relation:107354,StopPoint:8:30218,StopPoint:Node:837569719,38797,2.4725973,Victor Basch Goussainville,0.631578947368421,1.0,100.0,1.0,100.0,1.0,100.0,180.5480133005709
2925,StopPoint:8:30185,014014032:32,37990,École Gabriel péri,49.037832,2.467995,,Victor Basch,32,CIF,Les Courriers de l'Île-de-France,014014032:32,École Gabriel Péri,32,49.0383815,Route:Relation:1104173,Line:Relation:107356,StopPoint:88:844;StopPoint:8:30185,StopPoint:Node:345242675,37990,2.4674704,Goussainville Victor Basch,0.631578947368421,1.0,100.0,0.9444444444444444,90.0,1.0,100.0,72.15041459054191
2949,StopPoint:8:30218,014014032:32,38797,Le Moulin,49.011561,2.472218,,Victor Basch,32,CIF,Les Courriers de l'Île-de-France,014014032:32,Le Moulin,32,49.0099568,Route:Relation:1104173,Line:Relation:107356,StopPoint:8:30218,StopPoint:Node:837569719,38797,2.4725973,Goussainville Victor Basch,0.631578947368421,1.0,100.0,1.0,100.0,1.0,100.0,180.5480133005709
2958,StopPoint:8:30550,014014032:32,38447,Avenue Bocquet,49.010838,2.483431,,Victor Basch,32,CIF,Les Courriers de l'Île-de-France,014014032:32,Avenue Bocquet,32,49.010194999999996,Route:Relation:1104173,Line:Relation:107356,StopPoint:8:30550,StopPoint:Node:837569736,38447,2.4825084,Goussainville Victor Basch,0.631578947368421,1.0,100.0,1.0,100.0,1.0,100.0,98.3302808567786
3349,StopPoint:8:30167,014014099:Gbus,38478,Carrefour de l Europe,49.022577,2.465278,,Goussainville RER D,G'bus,CIF,Les Courriers de l'Île-de-France,014014099:Gbus,Carrefour de l'Europe,G'bus,49.021687,Route:Relation:107353,Line:Relation:7741077,StopPoint:8:30167,StopPoint:Node:372723106,38478,2.4653799,Goussainville RER,0.9444444444444444,1.0,100.0,0.9523809523809523,100.0,0.9523809523809523,100.0,99.25724973518972
3377,StopPoint:8:30185,014014104:R104,37990,École Gabriel péri,49.037832,2.467995,,Sécurité Sociale,R104,CIF,Keolis CIF,014014104:R104,École Gabriel Péri,R104,49.0383815,Route:Relation:6885987,Line:Relation:6885970,StopPoint:88:844;StopPoint:8:30185,StopPoint:Node:345242675,37990,2.4674704,Sécurité Sociale (Goussainville),0.6666666666666666,1.0,100.0,0.9444444444444444,90.0,1.0,100.0,72.15041459054191
3398,StopPoint:8:30217,014014115:115,38569,Le Moulin,49.011337,2.471916,,Collège Philippe Auguste,11.5,CIF,Les Courriers de l'Île-de-France,014014115:115,Le Moulin,11.5,49.0099872,Route:Relation:1104195,Line:Relation:3253657,StopPoint:8:30217,StopPoint:Node:837569755,38569,2.4724979,Gonesse - Collège Philippe Auguste,0.8275862068965517,1.0,100.0,1.0,100.0,1.0,100.0,156.03056180751545
3400,StopPoint:8:30549,014014115:115,38421,Avenue Bocquet,49.010416,2.483143,,Avenue Bocquet,11.5,CIF,Les Courriers de l'Île-de-France,014014115:115,Avenue Bocquet,11.5,49.009794799999995,Route:Relation:3253671,Line:Relation:3253657,StopPoint:8:30549,StopPoint:Node:837569757,38421,2.4817712999999997,Le Thillay - Avenue Bouquet,0.6341463414634146,1.0,100.0,1.0,100.0,1.0,100.0,121.83002799335824
3401,StopPoint:8:30550,014014115:115,38447,Avenue Bocquet,49.010838,2.483431,,Collège Philippe Auguste,11.5,CIF,Les Courriers de l'Île-de-France,014014115:115,Avenue Bocquet,11.5,49.010194999999996,Route:Relation:3253903,Line:Relation:3253657,StopPoint:8:30550,StopPoint:Node:837569736,38447,2.4825084,Gonesse - Collège Philippe Auguste,0.8275862068965517,1.0,100.0,1.0,100.0,1.0,100.0,98.3302808567786
3610,StopPoint:7:10782,014014224:24,423065,Versant Seine,48.987394,2.532317,,Maison des associations,24,CIF,Les Courriers de l'Île-de-France,014014224:24,Versant Seine,24,48.985786999999995,Route:Relation:8360703,Line:Relation:8360705,StopPoint:7:10782;StopPoint:88:1498,StopPoint:Node:5630202107,423065,2.5367077,Maison des Associations,1.0,1.0,100.0,1.0,100.0,1.0,100.0,367.71165291101903
3652,StopPoint:8:30167,014014320:32A,38478,Carrefour de l Europe,49.022577,2.465278,,O'Parinor Louis Armand,32A,CIF,Les Courriers de l'Île-de-France,014014320:32A,Carrefour de l'Europe,32A,49.021687,Route:Relation:107357,Line:Relation:3253656,StopPoint:8:30167,StopPoint:Node:372723106,38478,2.4653799,Aulnay-Sous-Bois - Parinor Louis Armand,0.6885245901639344,1.0,100.0,0.9523809523809523,100.0,0.9523809523809523,100.0,99.25724973518972
3662,StopPoint:8:30185,014014320:32A,37990,École Gabriel péri,49.037832,2.467995,,La Charmeuse,32A,CIF,Les Courriers de l'Île-de-France,014014320:32A,École Gabriel Péri,32A,49.0383815,Route:Relation:3253653,Line:Relation:3253656,StopPoint:88:844;StopPoint:8:30185,StopPoint:Node:345242675,37990,2.4674704,Goussainville - La Charmeuse,0.6,1.0,100.0,0.9444444444444444,90.0,1.0,100.0,72.15041459054191
3677,StopPoint:8:30421,014014320:32A,38702,Passerelle,49.003798,2.512505,,La Charmeuse,32A,CIF,Les Courriers de l'Île-de-France,014014320:32A,Passerelle,32A,49.003642899999996,Route:Relation:3253653,Line:Relation:3253656,StopPoint:8:30421,StopPoint:Node:5319886745,38702,2.5113947,Goussainville - La Charmeuse,0.6,1.0,100.0,1.0,100.0,1.0,100.0,83.04757245315416
3948,StopPoint:6:300,014077702:702,40505,Vémars Centre,49.068236,2.566704,,Louvres - Gare,702,Goëlys,Les Courriers de l'Île-de-France,014077702:702,Vémars Centre,702,49.0690683,Route:Relation:8258497,Line:Relation:8258499,StopPoint:6:300;StopPoint:8:30578,StopPoint:Node:5588878269,40505,2.5670393,Louvres RER D,0.7407407407407407,1.0,100.0,1.0,100.0,1.0,100.0,95.74873869865799
4107,StopPoint:8:30578,014195001:95-01,40505,Vémars Centre,49.068236,2.566704,,Luzarches - Gare,95-01,Busval d'Oise,Busval d'Oise,014195001:95-01,Vémars Centre,95-01,49.0690683,Route:Relation:8200030,Line:Relation:6952110,StopPoint:6:300;StopPoint:8:30578,StopPoint:Node:5588878269,40505,2.5670393,Luzarches Train H,0.6666666666666666,1.0,100.0,1.0,100.0,1.0,100.0,95.74873869865799
4108,StopPoint:8:30578,014195001:95-01,40505,Vémars Centre,49.068236,2.566704,,Luzarches - Gare,95-01,Busval d'Oise,Busval d'Oise,014195001:95-01,Vémars Centre,95-01,49.0690683,Route:Relation:8200237,Line:Relation:6952110,StopPoint:6:300;StopPoint:8:30578,StopPoint:Node:5588878269,40505,2.5670393,Luzarches Train H,0.6666666666666666,1.0,100.0,1.0,100.0,1.0,100.0,95.74873869865799
4208,StopPoint:8:30549,014195002:95-02,38421,Avenue Bocquet,49.010416,2.483143,,Aéroport CDG1 - Gare,95-02,Busval d'Oise,Busval d'Oise,014195002:95-02,Avenue Bocquet,95-02,49.009794799999995,Route:Relation:6949275,Line:Relation:3253655,StopPoint:8:30549,StopPoint:Node:837569757,38421,2.4817712999999997,Aéroport CDG1 RER B,0.8205128205128205,1.0,100.0,1.0,100.0,1.0,100.0,121.83002799335824
4249,StopPoint:53:2157,014361013:3,21211,Stade,48.915208,2.604041,,Gare de Villeparisis Mitry-le-Neuf,3,Apolo 7,Apolo 7,014361013:3,Stade,3,48.9159984,Route:Relation:3080733,Line:Relation:3081886,StopPoint:53:2157,StopPoint:Node:5646487446,21211,2.6036629,Gare de Villeparisis Mitry-le-Neuf,1.0,1.0,100.0,1.0,100.0,1.0,100.0,92.1641064866661
4261,StopPoint:53:2293,014361013:3,21216,Piétrasanta,48.940108,2.61728,,Gare de Villeparisis Mitry-le-Neuf,3,Apolo 7,Apolo 7,014361013:3,Piétrasanta,3,48.940553,Route:Relation:3080733,Line:Relation:3081886,StopPoint:7:10639;StopPoint:53:2293;StopPoint:88:658,StopPoint:Node:5630808529,21216,2.615277,Gare de Villeparisis Mitry-le-Neuf,1.0,1.0,100.0,1.0,100.0,1.0,100.0,154.85836838981984
4272,StopPoint:53:2462,014361013:3,21236,La Poste,48.945818,2.607719,,Gare de Chelles Gournay,3,Apolo 7,Apolo 7,014361013:3,La Poste,3,48.944991099999996,Route:Relation:3081885,Line:Relation:3081886,StopPoint:7:10649,StopPoint:Node:5609391952,21236,2.608218,Gare SNCF/RER Chelles,0.6363636363636364,1.0,100.0,1.0,100.0,1.0,100.0,98.95681704558571
4295,StopPoint:53:2091,014361113:3s,21203,Carrez,48.97672,2.628222,,Cité Scolaire,3s,Apolo 7,Apolo 7,014361113:3s,Carrez,3s,48.9779627,Route:Relation:7916479,Line:Relation:7699451,StopPoint:88:262;StopPoint:7:10268,StopPoint:Node:3247863121,21203,2.6263262,Cité Scolaire,1.0,1.0,100.0,1.0,100.0,1.0,100.0,195.85613872798106
4296,StopPoint:53:2103,014361113:3s,16685,Mont Chalats,48.885655,2.605238,,Gare de Mitry Claye,3s,Apolo 7,Apolo 7,014361113:3s,Mont-Chalâts,3s,48.8860284,Route:Relation:7916480,Line:Relation:7699451,StopPoint:53:2103,StopPoint:Node:2635554156,16685,2.6060662999999997,Gare de Mitry Claye,1.0,1.0,100.0,0.8333333333333334,80.0,0.8333333333333334,80.0,73.58304566325278
4297,StopPoint:53:2104,014361113:3s,16686,Mont Chalats,48.88612,2.606167,,Cité Scolaire,3s,Apolo 7,Apolo 7,014361113:3s,Mont-Chalâts,3s,48.8857302,Route:Relation:7916479,Line:Relation:7699451,StopPoint:53:2104,StopPoint:Node:2635554154,16686,2.6052858,Cité Scolaire,1.0,1.0,100.0,0.8333333333333334,80.0,0.8333333333333334,80.0,77.81801304118945
4301,StopPoint:53:2114,014361113:3s,16692,Chasse,48.891605,2.609099,,Cité Scolaire,3s,Apolo 7,Apolo 7,014361113:3s,Chasse,3s,48.8907915,Route:Relation:7916479,Line:Relation:7699451,StopPoint:53:2114,StopPoint:Node:5442483922,16692,2.6083539,Cité Scolaire,1.0,1.0,100.0,1.0,100.0,1.0,100.0,105.68712047912288
4307,StopPoint:53:2147,014361113:3s,21208,Parc Corbrion,48.981328,2.614363,,Cité Scolaire,3s,Apolo 7,Apolo 7,014361113:3s,Parc Corbrion,3s,48.9795769,Route:Relation:7916479,Line:Relation:7699451,StopPoint:53:2147,StopPoint:Node:1987730142,21208,2.6155475999999998,Cité Scolaire,1.0,1.0,100.0,1.0,100.0,1.0,100.0,213.17210791851997
4308,StopPoint:53:2148,014361113:3s,21209,Parc Corbrion,48.981572,2.613641,,Gare de Mitry Claye,3s,Apolo 7,Apolo 7,014361113:3s,Parc Corbrion,3s,48.979599799999995,Route:Relation:7916480,Line:Relation:7699451,StopPoint:53:2148,StopPoint:Node:1987730143,21209,2.6156468999999998,Gare de Mitry Claye,1.0,1.0,100.0,1.0,100.0,1.0,100.0,263.9396022334051
4313,StopPoint:53:2293,014361113:3s,21216,Piétrasanta,48.940108,2.61728,,Gare de Mitry Claye,3s,Apolo 7,Apolo 7,014361113:3s,Piétrasanta,3s,48.940553,Route:Relation:7916480,Line:Relation:7699451,StopPoint:7:10639;StopPoint:53:2293;StopPoint:88:658,StopPoint:Node:5630808529,21216,2.615277,Gare de Mitry Claye,1.0,1.0,100.0,1.0,100.0,1.0,100.0,154.85836838981984
4314,StopPoint:53:2327,014361113:3s,21217,Martyrs de Châteaubriant,48.960319,2.601736,,Cité Scolaire,3s,Apolo 7,Apolo 7,014361113:3s,Martyrs de Chateaubriand,3s,48.959675999999995,Route:Relation:7916479,Line:Relation:7699451,,StopPoint:Node:3247890989,21217,2.6018793,Cité Scolaire,1.0,1.0,100.0,0.9166666666666666,90.0,0.9166666666666666,90.0,72.27326422772572
4331,StopPoint:53:2455,014361113:3s,21232,Bois Fleuri Lilas,48.933323,2.635331,,Cité Scolaire,3s,Apolo 7,Apolo 7,014361113:3s,Bois Fleuri – Lilas,3s,48.9331308,Route:Relation:7916479,Line:Relation:7699451,,StopPoint:Node:2656845650,21232,2.6362601,Cité Scolaire,1.0,1.0,100.0,0.9444444444444444,90.0,0.9444444444444444,90.0,71.35145474545881
4333,StopPoint:53:2462,014361113:3s,21236,La Poste,48.945818,2.607719,,Cité Scolaire,3s,Apolo 7,Apolo 7,014361113:3s,La Poste,3s,48.944991099999996,Route:Relation:7916479,Line:Relation:7699451,StopPoint:7:10649,StopPoint:Node:5609391952,21236,2.608218,Cité Scolaire,1.0,1.0,100.0,1.0,100.0,1.0,100.0,98.95681704558571
4338,StopPoint:53:2597,014361113:3s,21245,Cheminots,48.97458,2.639568,,Cité Scolaire,3s,Apolo 7,Apolo 7,014361113:3s,Cheminots,3s,48.9749567,Route:Relation:7916479,Line:Relation:7699451,StopPoint:88:264;StopPoint:7:10270,StopPoint:Node:3247863127,21245,2.6377354,Cité Scolaire,1.0,1.0,100.0,1.0,100.0,1.0,100.0,140.5507728134148
4339,StopPoint:53:2598,014361113:3s,21246,Cheminots,48.974212,2.639634,,Gare de Mitry Claye,3s,Apolo 7,Apolo 7,014361113:3s,Cheminots,3s,48.9749797,Route:Relation:7916480,Line:Relation:7699451,StopPoint:88:263;StopPoint:7:10269,StopPoint:Node:3247864087,21246,2.6373005999999997,Gare de Mitry Claye,1.0,1.0,100.0,1.0,100.0,1.0,100.0,190.97232679464094
4343,StopPoint:23:1095,015015002:2,22449,Reine Blanche,48.939283,2.03168,,Maison des Insectes - Parc du peuple de l'herbe,2,CSO,CSO,015015002:2,Reine Blanche,2,48.9400717,Route:Relation:8364441,Line:Relation:8364442,StopPoint:23:1095,StopPoint:Node:5673343209,22449,2.031219,Maison des Insectes - Parc du Peuple de l'Herbe,1.0,1.0,100.0,1.0,100.0,1.0,100.0,93.98770470927418
4510,StopPoint:23:813,015015027:27,14087,Tuilerie,48.850779,2.050845,,Allée du Tillet,27,CSO,Plaine de Versailles,015015027:27,Tuilerie,27,48.8522737,Route:Relation:8054730,Line:Relation:8054733,StopPoint:23:813;StopPoint:21:395,StopPoint:Node:5404137370,14087,2.0450616999999998,Allée du Tillet (Bailly),0.7692307692307693,1.0,100.0,1.0,100.0,1.0,100.0,455.8189554752326
4539,StopPoint:23:875,015015051:51,14115,Simonet,48.934102,2.059196,,Hôpital,51,CSO,CSO,015015051:51,Simonet,51,48.933688499999995,Route:Relation:8392710,Line:Relation:8392711,StopPoint:23:875,StopPoint:Node:5701254245,14115,2.0602888,Hôpital,1.0,1.0,100.0,1.0,100.0,1.0,100.0,92.33342558933442
